id,llm_error,varierr_error
82528c,"[""e"", ""c"", ""n""]","[""entailment""]"
134356n,"[""e"", ""c"", ""n""]",[]
102075c,"[""e"", ""c"", ""n""]",[]
96956c,"[""e"", ""c"", ""n""]",[]
24163e,"[""e"", ""c"", ""n""]",[]
31775c,"[""c"", ""n""]",[]
8487n,"[""c"", ""n""]","[""neutral""]"
46576e,"[""e"", ""c"", ""n""]",[]
83247e,"[""e"", ""c"", ""n""]",[]
80109n,"[""e"", ""c"", ""n""]","[""neutral""]"
52854n,"[""e"", ""c"", ""n""]",[]
133274n,"[""e"", ""c"", ""n""]",[]
120070n,"[""e"", ""c"", ""n""]",[]
129185n,"[""e"", ""c"", ""n""]",[]
49172n,"[""c"", ""n""]",[]
140782c,"[""c"", ""n""]",[]
45443c,"[""e"", ""c"", ""n""]",[]
22938e,"[""e"", ""c"", ""n""]",[]
67571c,"[""e"", ""c"", ""n""]",[]
5087e,"[""c"", ""n""]",[]
23769n,"[""e"", ""c"", ""n""]",[]
13760n,"[""e"", ""c"", ""n""]",[]
2133n,"[""n""]",[]
117093n,"[""e"", ""c"", ""n""]",[]
112402c,"[""e"", ""c"", ""n""]",[]
32754n,"[""e"", ""n""]","[""contradiction""]"
120896n,"[""e"", ""c"", ""n""]","[""neutral""]"
25437n,"[""e"", ""c"", ""n""]",[]
56895c,"[""c"", ""n""]",[]
43094c,[],[]
21834e,"[""e"", ""c"", ""n""]","[""neutral""]"
139836n,"[""e"", ""c"", ""n""]","[""neutral""]"
57454e,"[""e"", ""c"", ""n""]",[]
34573n,"[""e"", ""n""]","[""contradiction""]"
52278e,"[""e"", ""c"", ""n""]",[]
11618c,"[""c""]",[]
118460n,"[""c"", ""n""]","[""contradiction"", ""entailment""]"
54383c,"[""c"", ""n""]",[]
123751n,"[""e"", ""c"", ""n""]",[]
43891n,"[""c"", ""n""]",[]
113039e,"[""c"", ""n""]",[]
83900e,"[""n""]",[]
10119e,"[""e"", ""c"", ""n""]","[""entailment""]"
21810n,"[""e"", ""n""]",[]
35700c,"[""n""]",[]
109278n,"[""n""]","[""neutral""]"
138530e,"[""e"", ""n""]","[""contradiction""]"
13387e,"[""e"", ""c"", ""n""]",[]
58557e,"[""e"", ""c"", ""n""]",[]
36811c,"[""e"", ""c"", ""n""]",[]
73840n,"[""e"", ""c"", ""n""]",[]
31249e,"[""e"", ""c"", ""n""]",[]
91913n,"[""e"", ""c"", ""n""]","[""contradiction""]"
100895c,"[""e"", ""n""]",[]
837n,"[""c"", ""n""]",[]
140005c,"[""e"", ""c"", ""n""]",[]
38475c,"[""n""]",[]
141293e,"[""e"", ""c"", ""n""]",[]
30139n,"[""c"", ""n""]",[]
30380c,"[""e"", ""c"", ""n""]","[""entailment""]"
22436n,"[""e"", ""c"", ""n""]",[]
76037n,"[""e"", ""c"", ""n""]","[""contradiction""]"
28456n,"[""c"", ""n""]",[]
46198c,"[""e"", ""c"", ""n""]",[]
100136e,"[""e"", ""c"", ""n""]",[]
24103n,"[""e"", ""c"", ""n""]",[]
142729c,"[""c"", ""n""]",[]
96516e,"[""c"", ""n""]",[]
52761e,[],[]
21297n,"[""n""]",[]
98487c,"[""e"", ""c"", ""n""]",[]
17179n,"[""e"", ""c"", ""n""]",[]
132539e,"[""n""]",[]
23642n,"[""e"", ""c"", ""n""]",[]
84781e,"[""e"", ""c"", ""n""]",[]
15771c,"[""n""]",[]
134655c,"[""n""]",[]
33822n,"[""e"", ""c"", ""n""]",[]
125021c,"[""c"", ""n""]",[]
133005n,[],[]
65650e,"[""e"", ""c"", ""n""]",[]
3545n,"[""e"", ""c"", ""n""]",[]
105196n,"[""e"", ""c"", ""n""]",[]
144753e,"[""e"", ""c"", ""n""]",[]
114458e,"[""e"", ""c"", ""n""]","[""neutral""]"
49237c,"[""e"", ""n""]",[]
70047c,"[""e"", ""c"", ""n""]",[]
137319n,"[""e"", ""c"", ""n""]",[]
63013n,"[""e"", ""c"", ""n""]",[]
79507e,"[""e"", ""c"", ""n""]",[]
121910e,"[""c"", ""n""]","[""contradiction""]"
120323n,"[""e"", ""c"", ""n""]",[]
50480n,"[""e"", ""c"", ""n""]","[""entailment""]"
123027n,"[""e"", ""c"", ""n""]",[]
85279n,"[""e"", ""c"", ""n""]",[]
121360c,"[""e"", ""c"", ""n""]","[""contradiction""]"
56582n,"[""e"", ""c"", ""n""]",[]
46650n,"[""e"", ""c"", ""n""]",[]
81579e,"[""e"", ""c"", ""n""]","[""contradiction""]"
23414c,"[""e"", ""c"", ""n""]",[]
36715e,"[""e"", ""c"", ""n""]",[]
114492n,"[""e"", ""c"", ""n""]",[]
136097n,"[""e"", ""c"", ""n""]",[]
101253c,"[""e"", ""c"", ""n""]",[]
97520e,"[""e"", ""c"", ""n""]",[]
97569e,"[""e"", ""c"", ""n""]",[]
23751c,"[""c""]",[]
103169n,"[""e"", ""c"", ""n""]","[""contradiction"", ""neutral""]"
134217e,"[""e"", ""c"", ""n""]","[""entailment"", ""neutral""]"
11601n,"[""e"", ""c"", ""n""]",[]
46059c,"[""e"", ""n""]","[""entailment""]"
82156e,"[""e"", ""c"", ""n""]",[]
30894n,"[""e"", ""c"", ""n""]",[]
122645n,"[""e"", ""c"", ""n""]","[""contradiction""]"
26142n,"[""c"", ""n""]",[]
66225n,"[""e"", ""c"", ""n""]",[]
134103n,"[""c"", ""n""]",[]
117177n,"[""e"", ""c"", ""n""]",[]
78105e,"[""e"", ""c"", ""n""]",[]
23280e,"[""e"", ""c"", ""n""]",[]
9393n,"[""n""]","[""contradiction""]"
82510c,"[""e"", ""c"", ""n""]","[""neutral""]"
14459n,"[""e"", ""c"", ""n""]",[]
70711c,"[""e"", ""c"", ""n""]",[]
77893n,"[""e"", ""c"", ""n""]","[""contradiction""]"
20181n,"[""e"", ""c"", ""n""]",[]
137715n,"[""c"", ""n""]",[]
109679n,"[""c"", ""n""]","[""neutral""]"
123891c,"[""e"", ""c"", ""n""]",[]
16086n,"[""e"", ""c"", ""n""]",[]
91650n,"[""c"", ""n""]",[]
85428e,"[""c"", ""n""]",[]
118403n,"[""c"", ""n""]",[]
105561e,"[""c"", ""n""]","[""entailment""]"
11303n,"[""e"", ""c"", ""n""]",[]
11534n,"[""e"", ""n""]",[]
46198n,"[""e"", ""c"", ""n""]",[]
125013e,"[""e"", ""c"", ""n""]",[]
44747n,"[""c"", ""n""]",[]
19768c,"[""e"", ""c"", ""n""]",[]
53468n,"[""e"", ""c"", ""n""]","[""contradiction""]"
136752n,"[""e"", ""c"", ""n""]","[""entailment""]"
10724n,"[""e"", ""c"", ""n""]",[]
17753n,"[""e"", ""c"", ""n""]",[]
130928n,"[""e"", ""c"", ""n""]",[]
66858n,"[""e"", ""c"", ""n""]",[]
28601n,"[""e"", ""c"", ""n""]",[]
92774n,"[""c"", ""n""]",[]
142604e,"[""c"", ""n""]","[""contradiction""]"
42860n,"[""e"", ""c"", ""n""]",[]
77299n,"[""e"", ""c"", ""n""]",[]
13765c,"[""e"", ""c"", ""n""]","[""contradiction"", ""entailment""]"
139362e,"[""n""]","[""entailment""]"
116176c,"[""c"", ""n""]","[""contradiction""]"
110234e,"[""e"", ""c"", ""n""]","[""contradiction""]"
84781c,"[""e"", ""c"", ""n""]","[""contradiction""]"
41052n,"[""e"", ""c"", ""n""]",[]
128160n,"[""e"", ""c"", ""n""]",[]
123038e,"[""e"", ""c"", ""n""]",[]
98621n,"[""n""]",[]
97926c,"[""e"", ""c"", ""n""]",[]
98561e,"[""e"", ""c"", ""n""]",[]
86429n,"[""e"", ""c"", ""n""]",[]
105911c,"[""e"", ""c"", ""n""]",[]
126486n,"[""e"", ""c"", ""n""]",[]
127809n,"[""e"", ""c"", ""n""]",[]
28306c,[],"[""entailment""]"
