id,llm_error,varierr_error
65879c,"[""e"", ""c"", ""n""]",[]
86331e,"[""e"", ""c"", ""n""]",[]
65130n,"[""e"", ""c"", ""n""]","[""contradiction""]"
19578n,"[""e"", ""c"", ""n""]",[]
83657c,"[""e"", ""c"", ""n""]",[]
102817c,"[""e"", ""c"", ""n""]","[""contradiction""]"
124590c,"[""e"", ""c"", ""n""]",[]
96583n,"[""e"", ""c"", ""n""]",[]
132525n,"[""e"", ""c"", ""n""]",[]
11362e,"[""e"", ""c"", ""n""]",[]
107468n,"[""e"", ""c"", ""n""]","[""entailment""]"
145047e,"[""e"", ""c"", ""n""]",[]
55888c,"[""e"", ""c"", ""n""]",[]
138285n,"[""e"", ""c"", ""n""]",[]
57454c,"[""e"", ""c"", ""n""]",[]
88605n,"[""e"", ""c"", ""n""]",[]
72721e,"[""e"", ""c"", ""n""]",[]
49611e,"[""e"", ""c"", ""n""]",[]
16989c,"[""e"", ""c"", ""n""]","[""contradiction""]"
112349c,"[""e"", ""c"", ""n""]","[""neutral""]"
119768n,"[""e"", ""c"", ""n""]","[""entailment""]"
111680e,"[""e"", ""c"", ""n""]",[]
43440n,"[""e"", ""c"", ""n""]",[]
91709c,"[""e"", ""c"", ""n""]",[]
47798n,"[""e"", ""c"", ""n""]",[]
103364n,"[""e"", ""c"", ""n""]",[]
49462c,"[""e"", ""c"", ""n""]","[""contradiction""]"
97011c,"[""e"", ""c"", ""n""]",[]
56743e,"[""e"", ""c"", ""n""]",[]
48300c,"[""e"", ""c"", ""n""]",[]
105769c,"[""e"", ""c"", ""n""]",[]
53866e,"[""e"", ""c"", ""n""]","[""entailment""]"
136752e,"[""e"", ""c"", ""n""]",[]
14388e,"[""e"", ""c"", ""n""]","[""entailment""]"
103559e,"[""e"", ""c"", ""n""]",[]
132019n,"[""e"", ""c"", ""n""]",[]
118999n,"[""e"", ""c"", ""n""]","[""entailment""]"
47404e,"[""e"", ""c"", ""n""]","[""entailment""]"
30171n,"[""e"", ""c"", ""n""]",[]
134514c,"[""e""]",[]
52542n,"[""e"", ""c"", ""n""]","[""contradiction""]"
47408n,"[""e"", ""c"", ""n""]","[""neutral""]"
135021n,"[""e"", ""c"", ""n""]","[""entailment""]"
88605e,"[""e"", ""c"", ""n""]",[]
98710n,"[""e"", ""c"", ""n""]",[]
30894c,"[""e"", ""c"", ""n""]",[]
81356e,"[""e"", ""c"", ""n""]",[]
132516n,"[""e"", ""c"", ""n""]","[""entailment""]"
34176n,"[""e"", ""c"", ""n""]",[]
77116e,"[""e"", ""c"", ""n""]",[]
76947n,"[""e"", ""c"", ""n""]",[]
139635n,"[""e"", ""c"", ""n""]",[]
101245n,"[""e"", ""c"", ""n""]",[]
8545c,"[""e"", ""c"", ""n""]","[""neutral""]"
8219n,"[""e"", ""c"", ""n""]","[""entailment""]"
115247c,"[""e"", ""c"", ""n""]",[]
99708e,"[""e"", ""c"", ""n""]",[]
82415n,"[""e"", ""c"", ""n""]","[""contradiction""]"
82700c,"[""e"", ""c"", ""n""]",[]
1073c,"[""e"", ""c"", ""n""]",[]
120149c,"[""e"", ""c"", ""n""]",[]
124037n,"[""e"", ""c"", ""n""]","[""entailment""]"
92062c,"[""e"", ""c"", ""n""]",[]
131235c,"[""e"", ""c"", ""n""]",[]
46820e,"[""e"", ""c"", ""n""]","[""contradiction""]"
77590c,"[""e"", ""c"", ""n""]",[]
128542e,"[""e"", ""c"", ""n""]","[""entailment""]"
74768e,"[""e"", ""c"", ""n""]",[]
122928e,"[""e"", ""c"", ""n""]","[""entailment""]"
139409e,"[""e"", ""c"", ""n""]",[]
59208n,"[""e"", ""c"", ""n""]",[]
133597n,"[""e"", ""c"", ""n""]",[]
80517e,"[""e"", ""c"", ""n""]",[]
93236c,"[""e"", ""n""]",[]
142643c,"[""e"", ""c"", ""n""]",[]
31113e,"[""e"", ""c"", ""n""]",[]
34776c,"[""e"", ""c"", ""n""]","[""contradiction""]"
121422c,"[""e"", ""c"", ""n""]",[]
104805e,"[""e"", ""c"", ""n""]",[]
115821n,"[""e"", ""c"", ""n""]",[]
80630e,"[""e"", ""c"", ""n""]","[""contradiction""]"
138862c,"[""e"", ""c"", ""n""]",[]
105179c,"[""e"", ""c"", ""n""]",[]
109876n,"[""e"", ""c"", ""n""]",[]
65353n,"[""e"", ""c"", ""n""]",[]
16494c,"[""e"", ""c"", ""n""]",[]
60732n,"[""e"", ""c"", ""n""]",[]
88646c,"[""e"", ""c"", ""n""]",[]
53074n,"[""e"", ""c"", ""n""]",[]
61818n,"[""e"", ""c"", ""n""]",[]
46003n,"[""e"", ""c"", ""n""]",[]
6386n,"[""e"", ""c"", ""n""]",[]
98739n,"[""e"", ""c"", ""n""]",[]
108624c,"[""e"", ""c"", ""n""]",[]
106013c,"[""e"", ""c"", ""n""]","[""entailment""]"
37407n,"[""e"", ""c"", ""n""]",[]
70590c,"[""e"", ""c"", ""n""]",[]
23901e,"[""e"", ""c"", ""n""]",[]
23280n,"[""e"", ""c"", ""n""]",[]
135247c,"[""e"", ""c"", ""n""]",[]
58357c,"[""e"", ""c"", ""n""]",[]
19803e,"[""e"", ""c"", ""n""]",[]
144753n,"[""e"", ""c"", ""n""]",[]
15100e,"[""e"", ""c"", ""n""]",[]
28507n,"[""e"", ""c"", ""n""]",[]
123748n,"[""e"", ""c"", ""n""]",[]
111338c,"[""e"", ""c"", ""n""]",[]
52171c,"[""e"", ""c"", ""n""]",[]
90548e,"[""e"", ""c"", ""n""]",[]
81842c,"[""e"", ""c"", ""n""]",[]
91601n,"[""e"", ""c"", ""n""]",[]
118415n,"[""e"", ""c"", ""n""]",[]
113644n,"[""e"", ""c"", ""n""]",[]
47260n,"[""e"", ""c"", ""n""]",[]
129081e,"[""e"", ""c"", ""n""]",[]
18189e,"[""e"", ""c"", ""n""]",[]
91797c,"[""e"", ""c"", ""n""]",[]
917c,"[""e"", ""c"", ""n""]",[]
89995c,"[""e"", ""c"", ""n""]","[""entailment""]"
33822e,"[""e"", ""c"", ""n""]",[]
42983e,"[""e"", ""c"", ""n""]",[]
6105e,"[""e"", ""c"", ""n""]",[]
26143n,"[""e"", ""c"", ""n""]",[]
100768n,"[""e"", ""c"", ""n""]",[]
82510e,"[""e"", ""c"", ""n""]",[]
102563n,"[""e"", ""c"", ""n""]",[]
48553c,"[""e"", ""c"", ""n""]",[]
54458n,"[""e"", ""c"", ""n""]",[]
17576n,"[""e"", ""c"", ""n""]","[""contradiction"", ""entailment""]"
103431n,"[""e"", ""c"", ""n""]",[]
64123c,"[""e"", ""c"", ""n""]","[""contradiction""]"
56163c,"[""e"", ""c"", ""n""]",[]
11297c,"[""e"", ""c"", ""n""]","[""neutral""]"
32889n,"[""e"", ""c"", ""n""]",[]
19c,"[""e""]",[]
32754e,"[""e"", ""c"", ""n""]",[]
12815n,"[""e"", ""c"", ""n""]",[]
135898c,"[""e"", ""c"", ""n""]","[""contradiction""]"
82830n,"[""e"", ""c"", ""n""]",[]
74509n,"[""c"", ""n""]",[]
98944c,"[""e"", ""c"", ""n""]",[]
19208c,"[""e"", ""c"", ""n""]",[]
117576e,"[""e"", ""c"", ""n""]",[]
50484c,"[""e"", ""c"", ""n""]",[]
98445c,"[""e"", ""c"", ""n""]","[""contradiction""]"
7856c,"[""e"", ""c"", ""n""]",[]
8257n,"[""e"", ""c"", ""n""]",[]
141110n,"[""e"", ""c"", ""n""]","[""entailment""]"
84055n,"[""e"", ""c"", ""n""]","[""contradiction"", ""entailment""]"
143789n,"[""e"", ""c"", ""n""]",[]
13911n,"[""e"", ""c"", ""n""]","[""contradiction""]"
122062n,"[""e"", ""c"", ""n""]",[]
49396e,"[""e"", ""c"", ""n""]",[]
73444n,"[""e"", ""c"", ""n""]",[]
79106e,"[""e"", ""c"", ""n""]",[]
82230e,"[""e"", ""c"", ""n""]",[]
14280n,"[""e"", ""c"", ""n""]",[]
19668c,"[""e"", ""c"", ""n""]","[""neutral""]"
12562n,"[""e"", ""c"", ""n""]","[""entailment""]"
111693e,"[""e"", ""c"", ""n""]","[""entailment""]"
124839c,"[""e"", ""c"", ""n""]",[]
72870n,"[""e"", ""c"", ""n""]",[]
129601n,"[""e"", ""c"", ""n""]",[]
26372n,"[""e"", ""c"", ""n""]","[""entailment""]"
74534n,"[""e"", ""c"", ""n""]",[]
63469c,"[""e"", ""c"", ""n""]",[]
141321n,"[""e"", ""c"", ""n""]",[]
68946c,"[""e"", ""c"", ""n""]",[]
41975c,"[""e"", ""c"", ""n""]",[]
100349e,"[""e"", ""c"", ""n""]",[]
107399c,"[""e"", ""c"", ""n""]",[]
131623c,"[""e"", ""c"", ""n""]","[""contradiction""]"
58954c,"[""e"", ""c"", ""n""]",[]
74377e,"[""e"", ""c"", ""n""]",[]
130680e,"[""e"", ""c"", ""n""]",[]
49227n,"[""e"", ""c"", ""n""]",[]
124853e,"[""e"", ""c"", ""n""]","[""contradiction""]"
117892n,"[""e"", ""c"", ""n""]",[]
111243n,"[""e"", ""c"", ""n""]",[]
77654e,"[""e"", ""c"", ""n""]",[]
110061n,"[""e"", ""c"", ""n""]",[]
29844c,"[""e"", ""c"", ""n""]",[]
27335e,"[""e"", ""c"", ""n""]",[]
87332c,"[""e"", ""c"", ""n""]","[""entailment""]"
53499c,"[""e"", ""c"", ""n""]","[""entailment""]"
65199n,"[""e"", ""c"", ""n""]",[]
88050c,"[""e""]",[]
34094e,"[""e"", ""c"", ""n""]",[]
72875e,"[""e"", ""c"", ""n""]",[]
19921n,"[""e"", ""c"", ""n""]",[]
23583e,"[""e"", ""c"", ""n""]",[]
91106n,"[""e"", ""c"", ""n""]",[]
9557e,"[""e"", ""c"", ""n""]","[""entailment""]"
15537n,"[""e"", ""c"", ""n""]","[""entailment""]"
3476n,"[""e"", ""c"", ""n""]",[]
56124n,"[""e"", ""c"", ""n""]","[""entailment""]"
5193n,"[""e"", ""c"", ""n""]",[]
106390n,"[""e"", ""c"", ""n""]",[]
54327n,"[""e"", ""c"", ""n""]",[]
2870n,"[""e"", ""c"", ""n""]",[]
63218n,"[""e"", ""c"", ""n""]",[]
144753c,"[""e"", ""c"", ""n""]",[]
73191n,"[""e"", ""c"", ""n""]","[""contradiction""]"
62273n,"[""e"", ""c"", ""n""]",[]
58016c,"[""e"", ""c"", ""n""]",[]
45605n,"[""e"", ""c"", ""n""]",[]
82174e,"[""e"", ""c"", ""n""]",[]
123703e,"[""e"", ""c"", ""n""]",[]
127410n,"[""e"", ""c"", ""n""]",[]
55572n,"[""e"", ""c"", ""n""]",[]
45774c,"[""e"", ""c"", ""n""]","[""contradiction""]"
130869n,"[""e"", ""n""]",[]
93955n,"[""e"", ""c"", ""n""]","[""entailment""]"
72870c,"[""e"", ""c"", ""n""]","[""contradiction"", ""entailment""]"
77025c,"[""e"", ""c"", ""n""]",[]
69975n,"[""e"", ""c"", ""n""]",[]
125238c,"[""e"", ""c"", ""n""]",[]
27022c,"[""e"", ""c"", ""n""]",[]
66689c,"[""e"", ""c"", ""n""]","[""neutral""]"
112547n,"[""e"", ""c"", ""n""]","[""entailment""]"
129081n,"[""e"", ""c"", ""n""]",[]
45306n,"[""e"", ""c"", ""n""]",[]
76957c,"[""e"", ""c"", ""n""]",[]
2262n,"[""e"", ""c"", ""n""]","[""entailment""]"
40710n,"[""e"", ""c"", ""n""]",[]
21957n,"[""e"", ""c"", ""n""]",[]
14126e,"[""e"", ""c"", ""n""]",[]
79013n,"[""e"", ""c"", ""n""]","[""entailment"", ""neutral""]"
38156n,"[""e"", ""c"", ""n""]",[]
25304n,"[""e"", ""c"", ""n""]","[""neutral""]"
111338e,"[""e"", ""c"", ""n""]",[]
75259c,"[""e"", ""c"", ""n""]","[""contradiction""]"
53211n,"[""e"", ""c"", ""n""]","[""entailment""]"
123267e,"[""e"", ""c"", ""n""]",[]
80808n,"[""e"", ""c"", ""n""]","[""neutral""]"
72740c,"[""e"", ""c"", ""n""]",[]
71251n,"[""e"", ""c"", ""n""]",[]
117680c,"[""e"", ""c"", ""n""]",[]
80930n,"[""e"", ""c"", ""n""]",[]
98844n,"[""e"", ""c"", ""n""]",[]
127073c,"[""e"", ""c"", ""n""]","[""contradiction""]"
61216c,"[""e"", ""c"", ""n""]",[]
102857n,"[""e"", ""c"", ""n""]","[""contradiction""]"
133243e,"[""e"", ""c"", ""n""]",[]
144408n,"[""e"", ""c"", ""n""]",[]
104412e,"[""e"", ""c"", ""n""]","[""contradiction""]"
129601e,"[""e"", ""c"", ""n""]",[]
62238e,"[""e"", ""c"", ""n""]","[""entailment""]"
51353e,"[""e"", ""c"", ""n""]",[]
108027n,"[""e"", ""c"", ""n""]",[]
95883e,"[""e"", ""c"", ""n""]",[]
26495e,"[""e"", ""c"", ""n""]",[]
67836n,"[""e"", ""c"", ""n""]",[]
21340n,"[""e"", ""c"", ""n""]","[""contradiction""]"
114971e,"[""e"", ""c"", ""n""]",[]
103354n,"[""e"", ""c"", ""n""]","[""contradiction""]"
11971n,"[""e"", ""c"", ""n""]",[]
83722e,"[""e"", ""c"", ""n""]",[]
38527n,"[""e"", ""c"", ""n""]",[]
59934n,"[""e"", ""c"", ""n""]","[""entailment""]"
10916n,"[""e"", ""c"", ""n""]",[]
34043c,"[""e"", ""c"", ""n""]","[""contradiction""]"
117089n,"[""e"", ""c"", ""n""]",[]
121910c,"[""e"", ""c"", ""n""]",[]
113668n,"[""e"", ""c"", ""n""]","[""contradiction"", ""entailment""]"
128176e,"[""e"", ""c"", ""n""]","[""entailment""]"
122322e,"[""e"", ""c"", ""n""]",[]
53619c,"[""e"", ""c"", ""n""]","[""entailment""]"
27287c,"[""e"", ""c"", ""n""]",[]
125700e,"[""e"", ""c"", ""n""]",[]
96946n,"[""e"", ""c"", ""n""]",[]
17660e,"[""e"", ""c"", ""n""]",[]
107252c,"[""e"", ""c"", ""n""]",[]
113967e,"[""e"", ""c"", ""n""]",[]
129464c,"[""e"", ""c"", ""n""]",[]
82528c,"[""e"", ""c"", ""n""]","[""entailment""]"
134356n,"[""e"", ""c"", ""n""]",[]
102075c,"[""e"", ""c"", ""n""]",[]
96956c,"[""e"", ""c"", ""n""]",[]
24163e,"[""e"", ""c"", ""n""]",[]
31775c,"[""e"", ""c"", ""n""]",[]
8487n,"[""e"", ""c"", ""n""]","[""neutral""]"
46576e,"[""e"", ""c"", ""n""]",[]
83247e,"[""e"", ""c"", ""n""]",[]
80109n,"[""e"", ""c"", ""n""]","[""neutral""]"
52854n,"[""e"", ""c"", ""n""]",[]
133274n,"[""e"", ""c"", ""n""]",[]
120070n,"[""e"", ""c"", ""n""]",[]
129185n,"[""e"", ""c"", ""n""]",[]
49172n,"[""e"", ""c"", ""n""]",[]
140782c,"[""e"", ""c"", ""n""]",[]
45443c,"[""e"", ""c"", ""n""]",[]
22938e,"[""e"", ""c"", ""n""]",[]
67571c,"[""e"", ""c"", ""n""]",[]
5087e,"[""e"", ""c"", ""n""]",[]
23769n,"[""e"", ""c"", ""n""]",[]
13760n,"[""e"", ""c"", ""n""]",[]
2133n,"[""e"", ""c"", ""n""]",[]
117093n,"[""e"", ""c"", ""n""]",[]
112402c,"[""e"", ""c"", ""n""]",[]
32754n,"[""e"", ""c"", ""n""]","[""contradiction""]"
120896n,"[""e"", ""c"", ""n""]","[""neutral""]"
25437n,"[""e"", ""c"", ""n""]",[]
56895c,"[""e"", ""c"", ""n""]",[]
43094c,"[""e"", ""c"", ""n""]",[]
21834e,"[""e"", ""c"", ""n""]","[""neutral""]"
139836n,"[""e"", ""c"", ""n""]","[""neutral""]"
57454e,"[""e"", ""c"", ""n""]",[]
34573n,"[""e"", ""c"", ""n""]","[""contradiction""]"
52278e,"[""e"", ""c"", ""n""]",[]
11618c,"[""e"", ""c"", ""n""]",[]
118460n,"[""e"", ""c"", ""n""]","[""contradiction"", ""entailment""]"
54383c,"[""e"", ""c"", ""n""]",[]
123751n,"[""e"", ""c"", ""n""]",[]
43891n,"[""e"", ""c"", ""n""]",[]
113039e,"[""e"", ""c"", ""n""]",[]
83900e,"[""e"", ""c"", ""n""]",[]
10119e,"[""e"", ""c"", ""n""]","[""entailment""]"
21810n,"[""e"", ""c"", ""n""]",[]
35700c,"[""e"", ""c"", ""n""]",[]
109278n,"[""e"", ""c"", ""n""]","[""neutral""]"
138530e,"[""e"", ""c"", ""n""]","[""contradiction""]"
13387e,"[""e"", ""c"", ""n""]",[]
58557e,"[""e"", ""c"", ""n""]",[]
36811c,"[""e"", ""c"", ""n""]",[]
73840n,"[""e"", ""c"", ""n""]",[]
31249e,"[""e"", ""c"", ""n""]",[]
91913n,"[""e"", ""c"", ""n""]","[""contradiction""]"
100895c,"[""e"", ""c"", ""n""]",[]
837n,"[""e"", ""c"", ""n""]",[]
140005c,"[""e""]",[]
38475c,"[""e"", ""c"", ""n""]",[]
141293e,"[""e"", ""c"", ""n""]",[]
30139n,"[""e"", ""c"", ""n""]",[]
30380c,"[""e"", ""c"", ""n""]","[""entailment""]"
22436n,"[""e"", ""c"", ""n""]",[]
76037n,"[""e"", ""c"", ""n""]","[""contradiction""]"
28456n,"[""e"", ""c"", ""n""]",[]
46198c,"[""e"", ""c"", ""n""]",[]
100136e,"[""e"", ""c"", ""n""]",[]
24103n,"[""e"", ""c"", ""n""]",[]
142729c,"[""e"", ""c"", ""n""]",[]
96516e,"[""e"", ""c"", ""n""]",[]
52761e,"[""e"", ""c"", ""n""]",[]
21297n,"[""e"", ""c"", ""n""]",[]
98487c,"[""e"", ""c"", ""n""]",[]
17179n,"[""e"", ""c"", ""n""]",[]
132539e,"[""e"", ""c"", ""n""]",[]
23642n,"[""e"", ""c"", ""n""]",[]
84781e,"[""e"", ""c"", ""n""]",[]
15771c,"[""e"", ""c"", ""n""]",[]
134655c,"[""e"", ""c"", ""n""]",[]
33822n,"[""e"", ""c"", ""n""]",[]
125021c,"[""e"", ""c"", ""n""]",[]
133005n,"[""e"", ""c"", ""n""]",[]
65650e,"[""e"", ""c"", ""n""]",[]
3545n,"[""e"", ""c"", ""n""]",[]
105196n,"[""e"", ""c"", ""n""]",[]
144753e,"[""e"", ""c"", ""n""]",[]
114458e,"[""e"", ""c"", ""n""]","[""neutral""]"
49237c,"[""e"", ""c"", ""n""]",[]
70047c,"[""e"", ""c"", ""n""]",[]
137319n,"[""e"", ""c"", ""n""]",[]
63013n,"[""e"", ""c"", ""n""]",[]
79507e,"[""e"", ""c"", ""n""]",[]
121910e,"[""e"", ""c"", ""n""]","[""contradiction""]"
120323n,"[""e"", ""c"", ""n""]",[]
50480n,"[""e"", ""c"", ""n""]","[""entailment""]"
123027n,"[""e"", ""c"", ""n""]",[]
85279n,"[""e"", ""c"", ""n""]",[]
121360c,"[""e"", ""c"", ""n""]","[""contradiction""]"
56582n,"[""e"", ""c"", ""n""]",[]
46650n,"[""e"", ""c"", ""n""]",[]
81579e,"[""e"", ""c"", ""n""]","[""contradiction""]"
23414c,"[""e"", ""c"", ""n""]",[]
36715e,"[""e"", ""c"", ""n""]",[]
114492n,"[""e"", ""c"", ""n""]",[]
136097n,"[""e"", ""c"", ""n""]",[]
101253c,"[""e""]",[]
97520e,"[""e"", ""c"", ""n""]",[]
97569e,"[""e"", ""c"", ""n""]",[]
23751c,"[""e"", ""c"", ""n""]",[]
103169n,"[""e"", ""c"", ""n""]","[""contradiction"", ""neutral""]"
134217e,"[""e"", ""c"", ""n""]","[""entailment"", ""neutral""]"
11601n,"[""e"", ""c"", ""n""]",[]
46059c,"[""e"", ""n""]","[""entailment""]"
82156e,"[""e"", ""c"", ""n""]",[]
30894n,"[""e"", ""c"", ""n""]",[]
122645n,"[""e"", ""c"", ""n""]","[""contradiction""]"
26142n,"[""e"", ""c"", ""n""]",[]
66225n,"[""e"", ""c"", ""n""]",[]
134103n,"[""e"", ""c"", ""n""]",[]
117177n,"[""e"", ""c"", ""n""]",[]
78105e,"[""e"", ""c"", ""n""]",[]
23280e,"[""e"", ""c"", ""n""]",[]
9393n,"[""e"", ""c"", ""n""]","[""contradiction""]"
82510c,"[""e"", ""c"", ""n""]","[""neutral""]"
14459n,"[""e"", ""c"", ""n""]",[]
70711c,"[""e"", ""c"", ""n""]",[]
77893n,"[""e"", ""c"", ""n""]","[""contradiction""]"
20181n,"[""e"", ""c"", ""n""]",[]
137715n,"[""e"", ""c"", ""n""]",[]
109679n,"[""e"", ""c"", ""n""]","[""neutral""]"
123891c,"[""e"", ""c"", ""n""]",[]
16086n,"[""e"", ""c"", ""n""]",[]
91650n,"[""e"", ""c"", ""n""]",[]
85428e,"[""e"", ""c"", ""n""]",[]
118403n,"[""e"", ""c"", ""n""]",[]
105561e,"[""e"", ""c"", ""n""]","[""entailment""]"
11303n,"[""e"", ""c"", ""n""]",[]
11534n,"[""e"", ""c"", ""n""]",[]
46198n,"[""e"", ""c"", ""n""]",[]
125013e,"[""e"", ""c"", ""n""]",[]
44747n,"[""e"", ""c"", ""n""]",[]
19768c,"[""e"", ""c"", ""n""]",[]
53468n,"[""e"", ""c"", ""n""]","[""contradiction""]"
136752n,"[""e"", ""c"", ""n""]","[""entailment""]"
10724n,"[""e"", ""c"", ""n""]",[]
17753n,"[""e"", ""c"", ""n""]",[]
130928n,"[""e"", ""c"", ""n""]",[]
66858n,"[""e"", ""c"", ""n""]",[]
28601n,"[""e"", ""c"", ""n""]",[]
92774n,"[""e"", ""c"", ""n""]",[]
142604e,"[""e"", ""c"", ""n""]","[""contradiction""]"
42860n,"[""e"", ""c"", ""n""]",[]
77299n,"[""e"", ""c"", ""n""]",[]
13765c,"[""e"", ""c"", ""n""]","[""contradiction"", ""entailment""]"
139362e,"[""e"", ""c"", ""n""]","[""entailment""]"
116176c,"[""e"", ""c"", ""n""]","[""contradiction""]"
110234e,"[""e"", ""c"", ""n""]","[""contradiction""]"
84781c,"[""e"", ""c"", ""n""]","[""contradiction""]"
41052n,"[""e"", ""c"", ""n""]",[]
128160n,"[""e"", ""c"", ""n""]",[]
123038e,"[""e"", ""c"", ""n""]",[]
98621n,"[""e"", ""c"", ""n""]",[]
97926c,"[""e"", ""c"", ""n""]",[]
98561e,"[""e"", ""c"", ""n""]",[]
86429n,"[""e"", ""c"", ""n""]",[]
105911c,"[""e"", ""c"", ""n""]",[]
126486n,"[""e"", ""c"", ""n""]",[]
127809n,"[""e"", ""c"", ""n""]",[]
28306c,"[""e""]","[""entailment""]"
