id,llm_error,varierr_error
49396e,"[""c"", ""n""]",[]
73444n,"[""c"", ""n""]",[]
79106e,"[""e""]",[]
82230e,"[""c"", ""n""]",[]
14280n,"[""c"", ""n""]",[]
19668c,"[""e""]","[""neutral""]"
12562n,"[""n"", ""e""]","[""entailment""]"
111693e,[],"[""entailment""]"
124839c,"[""n"", ""e""]",[]
72870n,"[""c""]",[]
129601n,"[""n""]",[]
26372n,"[""c"", ""n"", ""e""]","[""entailment""]"
74534n,"[""n"", ""e""]",[]
63469c,"[""n"", ""e""]",[]
141321n,"[""e""]",[]
68946c,[],[]
41975c,"[""c"", ""n""]",[]
100349e,"[""c"", ""n""]",[]
107399c,"[""e""]",[]
131623c,"[""e""]","[""contradiction""]"
58954c,"[""n""]",[]
74377e,"[""c"", ""n""]",[]
130680e,"[""c"", ""n""]",[]
49227n,"[""c"", ""n""]",[]
124853e,"[""c"", ""n""]","[""contradiction""]"
117892n,"[""c"", ""n""]",[]
111243n,"[""c"", ""n""]",[]
77654e,"[""c"", ""n""]",[]
110061n,"[""c"", ""n""]",[]
29844c,"[""e""]",[]
27335e,"[""c"", ""n""]",[]
87332c,"[""e""]","[""entailment""]"
53499c,"[""n"", ""e""]","[""entailment""]"
65199n,"[""c"", ""n""]",[]
88050c,"[""e""]",[]
34094e,"[""c"", ""n""]",[]
72875e,"[""c"", ""n""]",[]
19921n,"[""c"", ""n""]",[]
23583e,"[""e""]",[]
91106n,"[""c"", ""n""]",[]
9557e,"[""c""]","[""entailment""]"
15537n,"[""c"", ""n""]","[""entailment""]"
3476n,"[""c"", ""n""]",[]
56124n,"[""e""]","[""entailment""]"
5193n,"[""c""]",[]
106390n,"[""c"", ""n""]",[]
54327n,[],[]
2870n,"[""c"", ""n""]",[]
63218n,[],[]
144753c,"[""n""]",[]
73191n,"[""c"", ""n""]","[""contradiction""]"
62273n,"[""n""]",[]
58016c,"[""e""]",[]
45605n,[],[]
82174e,"[""c"", ""n""]",[]
123703e,"[""n""]",[]
127410n,"[""e""]",[]
55572n,"[""e""]",[]
45774c,"[""c""]","[""contradiction""]"
130869n,"[""n"", ""e""]",[]
93955n,"[""c"", ""n""]","[""entailment""]"
72870c,"[""e""]","[""contradiction"", ""entailment""]"
77025c,"[""e""]",[]
69975n,[],[]
125238c,"[""n""]",[]
27022c,"[""c""]",[]
66689c,"[""e""]","[""neutral""]"
112547n,"[""n""]","[""entailment""]"
129081n,"[""n""]",[]
45306n,"[""n""]",[]
76957c,[],[]
2262n,"[""c"", ""n""]","[""entailment""]"
40710n,"[""c"", ""n""]",[]
21957n,"[""c"", ""e""]",[]
14126e,"[""c""]",[]
79013n,"[""n""]","[""entailment"", ""neutral""]"
38156n,"[""c"", ""n""]",[]
25304n,[],"[""neutral""]"
111338e,"[""c"", ""n""]",[]
75259c,"[""c""]","[""contradiction""]"
53211n,"[""n""]","[""entailment""]"
123267e,"[""c"", ""n""]",[]
80808n,"[""c"", ""n""]","[""neutral""]"
72740c,"[""e""]",[]
71251n,"[""c"", ""n""]",[]
117680c,[],[]
80930n,"[""c"", ""n""]",[]
98844n,"[""e""]",[]
127073c,[],"[""contradiction""]"
61216c,"[""e""]",[]
102857n,"[""c"", ""n""]","[""contradiction""]"
133243e,"[""n""]",[]
144408n,"[""e""]",[]
104412e,"[""c"", ""n""]","[""contradiction""]"
129601e,"[""c"", ""n""]",[]
62238e,"[""c"", ""n""]","[""entailment""]"
51353e,"[""c"", ""n""]",[]
108027n,"[""e""]",[]
95883e,"[""e""]",[]
26495e,"[""n""]",[]
67836n,"[""e""]",[]
21340n,"[""c"", ""n""]","[""contradiction""]"
114971e,[],[]
103354n,"[""c"", ""n""]","[""contradiction""]"
11971n,"[""n""]",[]
83722e,"[""c"", ""n""]",[]
38527n,"[""c"", ""n""]",[]
59934n,"[""e""]","[""entailment""]"
10916n,"[""c"", ""n""]",[]
34043c,"[""c""]","[""contradiction""]"
117089n,"[""c"", ""n""]",[]
121910c,"[""e""]",[]
113668n,"[""c"", ""n""]","[""contradiction"", ""entailment""]"
128176e,"[""n"", ""e""]","[""entailment""]"
122322e,"[""c"", ""n""]",[]
53619c,"[""e""]","[""entailment""]"
27287c,"[""n"", ""e""]",[]
125700e,"[""n""]",[]
96946n,"[""c"", ""n""]",[]
17660e,"[""c"", ""n""]",[]
107252c,"[""e""]",[]
113967e,"[""e""]",[]
129464c,"[""n""]",[]
82528c,"[""e""]","[""entailment""]"
134356n,"[""c"", ""n""]",[]
102075c,"[""e""]",[]
96956c,"[""c"", ""n""]",[]
24163e,"[""c"", ""n""]",[]
31775c,"[""e""]",[]
8487n,"[""c"", ""n""]","[""neutral""]"
46576e,"[""n""]",[]
83247e,"[""n""]",[]
80109n,"[""c"", ""n""]","[""neutral""]"
52854n,"[""n""]",[]
133274n,[],[]
120070n,"[""c"", ""n""]",[]
129185n,"[""c"", ""n""]",[]
49172n,"[""c"", ""n""]",[]
140782c,"[""e""]",[]
45443c,"[""n"", ""e""]",[]
22938e,"[""c"", ""n""]",[]
67571c,[],[]
5087e,"[""c"", ""n""]",[]
23769n,"[""c"", ""n""]",[]
13760n,"[""c"", ""n""]",[]
2133n,"[""e""]",[]
117093n,"[""c"", ""n""]",[]
112402c,[],[]
32754n,"[""c"", ""n""]","[""contradiction""]"
120896n,"[""c"", ""n""]","[""neutral""]"
25437n,"[""c""]",[]
56895c,[],[]
43094c,"[""c"", ""e""]",[]
21834e,"[""c"", ""n""]","[""neutral""]"
139836n,"[""c"", ""n""]","[""neutral""]"
57454e,"[""c"", ""n""]",[]
34573n,"[""n""]","[""contradiction""]"
52278e,"[""n""]",[]
11618c,"[""n"", ""e""]",[]
118460n,"[""c"", ""n""]","[""contradiction"", ""entailment""]"
54383c,"[""c"", ""n""]",[]
123751n,"[""n"", ""e""]",[]
43891n,[],[]
113039e,"[""c"", ""n""]",[]
83900e,"[""n"", ""e""]",[]
10119e,"[""c"", ""n""]","[""entailment""]"
21810n,"[""c"", ""n""]",[]
35700c,"[""n""]",[]
109278n,"[""e""]","[""neutral""]"
138530e,"[""n""]","[""contradiction""]"
13387e,"[""c"", ""n""]",[]
58557e,"[""c"", ""n""]",[]
36811c,"[""e""]",[]
73840n,"[""c"", ""n""]",[]
31249e,"[""c""]",[]
91913n,[],"[""contradiction""]"
100895c,"[""c""]",[]
837n,"[""c"", ""n""]",[]
140005c,"[""e""]",[]
38475c,"[""e""]",[]
141293e,"[""c""]",[]
30139n,"[""c"", ""n""]",[]
30380c,"[""e""]","[""entailment""]"
22436n,"[""c"", ""e""]",[]
76037n,"[""c""]","[""contradiction""]"
28456n,[],[]
46198c,"[""e""]",[]
100136e,"[""c"", ""n""]",[]
24103n,"[""n""]",[]
142729c,"[""n"", ""e""]",[]
96516e,"[""c"", ""n""]",[]
52761e,"[""c"", ""n""]",[]
21297n,"[""n"", ""e""]",[]
98487c,"[""c""]",[]
17179n,"[""c"", ""n""]",[]
132539e,"[""n""]",[]
23642n,"[""c""]",[]
84781e,"[""e""]",[]
15771c,"[""e""]",[]
134655c,[],[]
33822n,"[""c"", ""n""]",[]
125021c,[],[]
133005n,[],[]
65650e,[],[]
3545n,"[""e""]",[]
105196n,"[""c""]",[]
144753e,"[""c"", ""n""]",[]
114458e,"[""n""]","[""neutral""]"
49237c,"[""e""]",[]
70047c,"[""c"", ""n""]",[]
137319n,"[""c"", ""n""]",[]
63013n,"[""c"", ""n""]",[]
79507e,"[""n""]",[]
121910e,"[""e""]","[""contradiction""]"
120323n,"[""c"", ""n""]",[]
50480n,"[""c"", ""n""]","[""entailment""]"
123027n,"[""c"", ""n""]",[]
85279n,"[""n""]",[]
121360c,"[""e""]","[""contradiction""]"
56582n,"[""c"", ""n""]",[]
46650n,"[""n"", ""e""]",[]
81579e,"[""n""]","[""contradiction""]"
23414c,"[""n""]",[]
36715e,[],[]
114492n,"[""c"", ""n""]",[]
136097n,"[""c"", ""n""]",[]
101253c,"[""e""]",[]
97520e,"[""c"", ""n""]",[]
97569e,[],[]
23751c,"[""c"", ""e""]",[]
103169n,"[""c""]","[""contradiction"", ""neutral""]"
134217e,"[""c"", ""n""]","[""entailment"", ""neutral""]"
11601n,"[""n"", ""e""]",[]
46059c,"[""e""]","[""entailment""]"
82156e,"[""n""]",[]
30894n,"[""c"", ""n""]",[]
122645n,"[""e""]","[""contradiction""]"
26142n,"[""c"", ""n""]",[]
66225n,"[""n""]",[]
134103n,"[""c"", ""n""]",[]
117177n,"[""c"", ""n""]",[]
78105e,"[""c"", ""n""]",[]
23280e,"[""n""]",[]
9393n,"[""e""]","[""contradiction""]"
82510c,"[""c"", ""n""]","[""neutral""]"
14459n,"[""n""]",[]
70711c,[],[]
77893n,"[""c"", ""n""]","[""contradiction""]"
20181n,[],[]
137715n,"[""c""]",[]
109679n,"[""c"", ""n""]","[""neutral""]"
123891c,[],[]
16086n,[],[]
91650n,"[""c"", ""n""]",[]
85428e,"[""c"", ""n""]",[]
118403n,"[""e""]",[]
105561e,[],"[""entailment""]"
11303n,"[""c""]",[]
11534n,"[""c""]",[]
46198n,"[""n"", ""e""]",[]
125013e,"[""c"", ""n""]",[]
44747n,"[""e""]",[]
19768c,"[""n""]",[]
53468n,"[""n""]","[""contradiction""]"
136752n,"[""c"", ""n""]","[""entailment""]"
10724n,[],[]
17753n,"[""c"", ""n""]",[]
130928n,"[""c"", ""n""]",[]
66858n,"[""c"", ""n""]",[]
28601n,"[""c"", ""n""]",[]
92774n,"[""c"", ""e""]",[]
142604e,"[""c"", ""n""]","[""contradiction""]"
42860n,"[""n""]",[]
77299n,"[""c"", ""n""]",[]
13765c,"[""e""]","[""contradiction"", ""entailment""]"
139362e,"[""c"", ""n""]","[""entailment""]"
116176c,"[""e""]","[""contradiction""]"
110234e,"[""c"", ""n""]","[""contradiction""]"
84781c,"[""n"", ""e""]","[""contradiction""]"
41052n,"[""c"", ""n""]",[]
128160n,"[""c"", ""n""]",[]
123038e,"[""c"", ""n""]",[]
98621n,"[""n"", ""e""]",[]
97926c,"[""n""]",[]
98561e,"[""n""]",[]
86429n,"[""c"", ""e""]",[]
105911c,"[""n""]",[]
126486n,"[""c"", ""n""]",[]
127809n,"[""c"", ""n""]",[]
28306c,"[""e""]","[""entailment""]"
