id,llm_error,varierr_error
138966n,"[""n""]","[""contradiction""]"
48222n,"[""n""]",[]
18428n,"[""n"", ""c""]",[]
116059n,"[""n"", ""c""]",[]
67610c,"[""n""]",[]
95186n,"[""c""]",[]
77875e,"[""n"", ""c""]",[]
65879c,"[""e""]",[]
86331e,"[""n"", ""c""]",[]
65130n,"[""n"", ""c""]","[""contradiction""]"
19578n,"[""n"", ""c""]",[]
83657c,"[""c""]",[]
102817c,"[""n""]","[""contradiction""]"
124590c,"[""e""]",[]
96583n,"[""n"", ""c""]",[]
132525n,"[""n"", ""c""]",[]
11362e,"[""n"", ""c""]",[]
107468n,"[""n"", ""c""]","[""entailment""]"
145047e,"[""n"", ""c""]",[]
55888c,"[""n"", ""c""]",[]
138285n,"[""n"", ""c""]",[]
57454c,"[""e""]",[]
88605n,"[""n"", ""c""]",[]
72721e,"[""n"", ""c""]",[]
49611e,"[""n"", ""e""]",[]
16989c,"[""n""]","[""contradiction""]"
112349c,"[""e""]","[""neutral""]"
119768n,"[""c"", ""e""]","[""entailment""]"
111680e,"[""n"", ""c""]",[]
43440n,"[""n"", ""c""]",[]
91709c,"[""n"", ""c""]",[]
47798n,"[""n""]",[]
103364n,"[""n"", ""c""]",[]
49462c,"[""c""]","[""contradiction""]"
97011c,"[""e""]",[]
56743e,"[""n"", ""c""]",[]
48300c,"[""e""]",[]
105769c,"[""n""]",[]
53866e,"[""n"", ""c""]","[""entailment""]"
136752e,"[""n"", ""c""]",[]
14388e,"[""n"", ""c""]","[""entailment""]"
103559e,"[""n"", ""c""]",[]
132019n,"[""n"", ""c""]",[]
118999n,"[""n"", ""c""]","[""entailment""]"
47404e,"[""e""]","[""entailment""]"
30171n,"[""n""]",[]
134514c,"[""n""]",[]
52542n,"[""c""]","[""contradiction""]"
47408n,"[""n"", ""c""]","[""neutral""]"
135021n,"[""e""]","[""entailment""]"
88605e,"[""n"", ""c""]",[]
98710n,"[""n"", ""c""]",[]
30894c,"[""n"", ""c""]",[]
81356e,"[""c"", ""e""]",[]
132516n,"[""n"", ""c""]","[""entailment""]"
34176n,"[""e""]",[]
77116e,"[""n"", ""c""]",[]
76947n,"[""n"", ""c""]",[]
139635n,"[""n"", ""c""]",[]
101245n,"[""n"", ""c""]",[]
8545c,"[""e""]","[""neutral""]"
8219n,"[""n""]","[""entailment""]"
115247c,"[""n""]",[]
99708e,"[""n"", ""c""]",[]
82415n,"[""n"", ""c""]","[""contradiction""]"
82700c,"[""n""]",[]
1073c,"[""c""]",[]
120149c,[],[]
124037n,"[""n"", ""c""]","[""entailment""]"
92062c,"[""n""]",[]
131235c,"[""n""]",[]
46820e,"[""c""]","[""contradiction""]"
77590c,"[""c"", ""e""]",[]
128542e,"[""n"", ""c""]","[""entailment""]"
74768e,"[""n"", ""c""]",[]
122928e,"[""n"", ""c""]","[""entailment""]"
139409e,"[""n"", ""c""]",[]
59208n,"[""c""]",[]
133597n,[],[]
80517e,"[""n"", ""c""]",[]
93236c,"[""e""]",[]
142643c,"[""n""]",[]
31113e,"[""e""]",[]
34776c,"[""c""]","[""contradiction""]"
121422c,"[""c"", ""e""]",[]
104805e,"[""n"", ""c""]",[]
115821n,"[""n""]",[]
80630e,"[""c""]","[""contradiction""]"
138862c,"[""c"", ""e""]",[]
105179c,"[""c""]",[]
109876n,"[""n"", ""c""]",[]
65353n,"[""n"", ""c""]",[]
16494c,[],[]
60732n,"[""n""]",[]
88646c,"[""c"", ""e""]",[]
53074n,"[""c"", ""e""]",[]
61818n,"[""e""]",[]
46003n,"[""n"", ""c""]",[]
6386n,"[""c"", ""e""]",[]
98739n,"[""n"", ""c""]",[]
108624c,"[""c"", ""e""]",[]
106013c,"[""e""]","[""entailment""]"
37407n,"[""c""]",[]
70590c,"[""c"", ""e""]",[]
23901e,"[""c"", ""e""]",[]
23280n,"[""n""]",[]
135247c,"[""e""]",[]
58357c,"[""n"", ""c""]",[]
19803e,"[""n"", ""c""]",[]
144753n,"[""n"", ""c""]",[]
15100e,"[""n"", ""c""]",[]
28507n,"[""n"", ""c""]",[]
123748n,"[""n"", ""c""]",[]
111338c,"[""n""]",[]
52171c,"[""c"", ""e""]",[]
90548e,"[""n"", ""c""]",[]
81842c,"[""n"", ""c""]",[]
91601n,"[""n"", ""c""]",[]
118415n,"[""c"", ""e""]",[]
113644n,"[""e""]",[]
47260n,"[""c"", ""e""]",[]
129081e,"[""n"", ""c""]",[]
18189e,"[""n"", ""c""]",[]
91797c,"[""n""]",[]
917c,"[""n""]",[]
89995c,"[""n""]","[""entailment""]"
33822e,"[""n"", ""c""]",[]
42983e,"[""n"", ""c""]",[]
6105e,"[""n"", ""c""]",[]
26143n,"[""n""]",[]
100768n,"[""n"", ""c""]",[]
82510e,"[""c"", ""e""]",[]
102563n,"[""e""]",[]
48553c,"[""n""]",[]
54458n,"[""n"", ""c""]",[]
17576n,"[""c"", ""e""]","[""contradiction"", ""entailment""]"
103431n,"[""c""]",[]
64123c,"[""n"", ""c""]","[""contradiction""]"
56163c,"[""n""]",[]
11297c,"[""n""]","[""neutral""]"
32889n,"[""n"", ""c""]",[]
19c,"[""c"", ""e""]",[]
32754e,"[""n"", ""c""]",[]
12815n,"[""n"", ""c""]",[]
135898c,"[""n"", ""e""]","[""contradiction""]"
82830n,"[""c""]",[]
74509n,"[""n"", ""c""]",[]
98944c,"[""n"", ""c""]",[]
19208c,"[""e""]",[]
117576e,"[""n"", ""c""]",[]
50484c,"[""e""]",[]
98445c,"[""n""]","[""contradiction""]"
7856c,[],[]
8257n,"[""n"", ""c""]",[]
141110n,"[""n"", ""c""]","[""entailment""]"
84055n,"[""n""]","[""contradiction"", ""entailment""]"
143789n,"[""n"", ""c""]",[]
13911n,"[""c"", ""e""]","[""contradiction""]"
122062n,"[""n"", ""c""]",[]
49396e,"[""n"", ""c""]",[]
73444n,"[""n"", ""c""]",[]
79106e,"[""c"", ""e""]",[]
82230e,"[""n"", ""c""]",[]
14280n,"[""c"", ""e""]",[]
19668c,"[""n""]","[""neutral""]"
12562n,"[""n""]","[""entailment""]"
111693e,"[""e""]","[""entailment""]"
124839c,"[""c"", ""e""]",[]
72870n,"[""c""]",[]
129601n,"[""n"", ""c""]",[]
26372n,"[""n"", ""c"", ""e""]","[""entailment""]"
74534n,"[""e""]",[]
63469c,"[""e""]",[]
141321n,"[""e""]",[]
68946c,"[""n"", ""c""]",[]
41975c,"[""n"", ""c""]",[]
100349e,"[""n"", ""c""]",[]
107399c,"[""e""]",[]
131623c,"[""e""]","[""contradiction""]"
58954c,"[""n""]",[]
74377e,"[""n"", ""c""]",[]
130680e,"[""n"", ""c""]",[]
49227n,"[""n"", ""c""]",[]
124853e,"[""n"", ""c""]","[""contradiction""]"
117892n,"[""n"", ""c""]",[]
111243n,"[""n"", ""c""]",[]
77654e,"[""n"", ""c""]",[]
110061n,"[""c""]",[]
29844c,"[""n""]",[]
27335e,"[""n"", ""c""]",[]
87332c,"[""c"", ""e""]","[""entailment""]"
53499c,"[""n""]","[""entailment""]"
65199n,"[""n"", ""c"", ""e""]",[]
88050c,"[""e""]",[]
34094e,"[""n"", ""c""]",[]
72875e,"[""n"", ""c""]",[]
19921n,"[""c""]",[]
23583e,"[""e""]",[]
91106n,"[""n"", ""c""]",[]
9557e,"[""n"", ""c""]","[""entailment""]"
15537n,"[""n"", ""c""]","[""entailment""]"
3476n,"[""n"", ""c""]",[]
56124n,"[""e""]","[""entailment""]"
5193n,"[""n"", ""c""]",[]
106390n,"[""n"", ""c""]",[]
54327n,"[""c"", ""e""]",[]
2870n,"[""n"", ""c""]",[]
63218n,"[""e""]",[]
144753c,"[""n""]",[]
73191n,"[""n"", ""c""]","[""contradiction""]"
62273n,"[""n"", ""c""]",[]
58016c,[],[]
45605n,"[""c"", ""e""]",[]
82174e,"[""n"", ""c""]",[]
123703e,"[""c""]",[]
127410n,"[""e""]",[]
55572n,"[""e""]",[]
45774c,"[""e""]","[""contradiction""]"
130869n,"[""n"", ""e""]",[]
93955n,"[""n"", ""c""]","[""entailment""]"
72870c,"[""e""]","[""contradiction"", ""entailment""]"
77025c,"[""c""]",[]
69975n,"[""n"", ""c""]",[]
125238c,[],[]
27022c,"[""n"", ""c""]",[]
66689c,"[""n"", ""e""]","[""neutral""]"
112547n,"[""n"", ""c""]","[""entailment""]"
129081n,"[""c""]",[]
45306n,"[""n""]",[]
76957c,"[""c""]",[]
2262n,"[""n"", ""c""]","[""entailment""]"
40710n,"[""n"", ""c""]",[]
21957n,"[""c"", ""e""]",[]
14126e,"[""n"", ""c""]",[]
79013n,"[""c""]","[""entailment"", ""neutral""]"
38156n,"[""n"", ""c""]",[]
25304n,"[""e""]","[""neutral""]"
111338e,"[""c"", ""e""]",[]
75259c,"[""n"", ""c""]","[""contradiction""]"
53211n,"[""n"", ""c""]","[""entailment""]"
123267e,"[""n"", ""c""]",[]
80808n,"[""n"", ""c""]","[""neutral""]"
72740c,"[""n"", ""e""]",[]
71251n,"[""c""]",[]
117680c,"[""n""]",[]
80930n,"[""n"", ""c""]",[]
98844n,"[""c"", ""e""]",[]
127073c,"[""n"", ""c""]","[""contradiction""]"
61216c,"[""n""]",[]
102857n,"[""n"", ""c""]","[""contradiction""]"
133243e,"[""n""]",[]
144408n,"[""c"", ""e""]",[]
104412e,"[""n"", ""c""]","[""contradiction""]"
129601e,"[""n"", ""c""]",[]
62238e,"[""n"", ""c""]","[""entailment""]"
51353e,"[""n"", ""c""]",[]
108027n,"[""c"", ""e""]",[]
95883e,"[""e""]",[]
26495e,"[""c""]",[]
67836n,"[""e""]",[]
21340n,"[""n"", ""c""]","[""contradiction""]"
114971e,"[""n"", ""c""]",[]
103354n,"[""c"", ""e""]","[""contradiction""]"
11971n,"[""n""]",[]
83722e,"[""n"", ""c""]",[]
38527n,"[""n"", ""c""]",[]
59934n,"[""n"", ""c""]","[""entailment""]"
10916n,"[""n"", ""c""]",[]
34043c,"[""c"", ""e""]","[""contradiction""]"
117089n,"[""n"", ""c""]",[]
121910c,"[""c"", ""e""]",[]
113668n,"[""n"", ""c""]","[""contradiction"", ""entailment""]"
128176e,"[""n"", ""c""]","[""entailment""]"
122322e,"[""n"", ""c""]",[]
53619c,"[""n""]","[""entailment""]"
27287c,"[""n""]",[]
125700e,"[""n""]",[]
96946n,"[""n"", ""c""]",[]
17660e,"[""n"", ""c""]",[]
107252c,"[""c"", ""e""]",[]
113967e,"[""n"", ""c""]",[]
129464c,"[""c""]",[]
82528c,"[""e""]","[""entailment""]"
134356n,"[""n"", ""c""]",[]
102075c,"[""n""]",[]
96956c,"[""n"", ""c""]",[]
24163e,"[""n"", ""c""]",[]
31775c,"[""c"", ""e""]",[]
8487n,"[""n"", ""c""]","[""neutral""]"
46576e,"[""n"", ""c""]",[]
83247e,"[""n""]",[]
80109n,"[""n""]","[""neutral""]"
52854n,"[""n"", ""c""]",[]
133274n,[],[]
120070n,"[""n"", ""c""]",[]
129185n,"[""n"", ""c""]",[]
49172n,"[""n"", ""c""]",[]
140782c,"[""c""]",[]
45443c,"[""n""]",[]
22938e,"[""n"", ""c""]",[]
67571c,[],[]
5087e,"[""n"", ""c""]",[]
23769n,"[""n"", ""c""]",[]
13760n,"[""n"", ""c""]",[]
2133n,"[""e""]",[]
117093n,"[""n"", ""c""]",[]
112402c,[],[]
32754n,"[""n"", ""c""]","[""contradiction""]"
120896n,"[""n"", ""c""]","[""neutral""]"
25437n,"[""n"", ""c""]",[]
56895c,"[""e""]",[]
43094c,"[""c"", ""e""]",[]
21834e,"[""n"", ""c""]","[""neutral""]"
139836n,"[""n"", ""c""]","[""neutral""]"
57454e,"[""c"", ""e""]",[]
34573n,"[""n"", ""c""]","[""contradiction""]"
52278e,"[""n"", ""c""]",[]
11618c,"[""n""]",[]
118460n,"[""n"", ""c""]","[""contradiction"", ""entailment""]"
54383c,"[""n"", ""e""]",[]
123751n,"[""n""]",[]
43891n,"[""c"", ""e""]",[]
113039e,"[""n"", ""c""]",[]
83900e,"[""c"", ""e""]",[]
10119e,"[""n"", ""c""]","[""entailment""]"
21810n,"[""n"", ""c""]",[]
35700c,"[""n""]",[]
109278n,[],"[""neutral""]"
138530e,"[""n"", ""c"", ""e""]","[""contradiction""]"
13387e,"[""n"", ""c""]",[]
58557e,"[""n"", ""c""]",[]
36811c,[],[]
73840n,"[""c"", ""e""]",[]
31249e,"[""n"", ""c""]",[]
91913n,"[""c"", ""e""]","[""contradiction""]"
100895c,"[""n"", ""c""]",[]
837n,"[""n"", ""c""]",[]
140005c,"[""e""]",[]
38475c,"[""n""]",[]
141293e,"[""n"", ""c""]",[]
30139n,"[""n"", ""c""]",[]
30380c,"[""n""]","[""entailment""]"
22436n,"[""c"", ""e""]",[]
76037n,"[""n"", ""c""]","[""contradiction""]"
28456n,"[""e""]",[]
46198c,"[""n""]",[]
100136e,"[""n""]",[]
24103n,"[""n""]",[]
142729c,"[""e""]",[]
96516e,"[""n"", ""c""]",[]
52761e,"[""n"", ""c""]",[]
21297n,"[""n"", ""c""]",[]
98487c,"[""c"", ""e""]",[]
17179n,"[""n"", ""c""]",[]
132539e,[],[]
23642n,"[""c"", ""e""]",[]
84781e,"[""c"", ""e""]",[]
15771c,"[""c"", ""e""]",[]
134655c,"[""n"", ""e""]",[]
33822n,"[""n"", ""c""]",[]
125021c,"[""n""]",[]
133005n,"[""n"", ""c""]",[]
65650e,"[""c""]",[]
3545n,"[""c"", ""e""]",[]
105196n,"[""n"", ""c""]",[]
144753e,"[""n"", ""c""]",[]
114458e,"[""n"", ""c""]","[""neutral""]"
49237c,"[""n""]",[]
70047c,"[""n"", ""c"", ""e""]",[]
137319n,"[""n"", ""c""]",[]
63013n,"[""n"", ""c""]",[]
79507e,"[""c""]",[]
121910e,"[""e""]","[""contradiction""]"
120323n,"[""n"", ""c""]",[]
50480n,"[""n"", ""c""]","[""entailment""]"
123027n,"[""n"", ""c""]",[]
85279n,"[""c"", ""e""]",[]
121360c,"[""n"", ""c""]","[""contradiction""]"
56582n,"[""n"", ""c""]",[]
46650n,"[""e""]",[]
81579e,"[""n"", ""c""]","[""contradiction""]"
23414c,"[""n""]",[]
36715e,"[""n"", ""c""]",[]
114492n,"[""n""]",[]
136097n,"[""n"", ""c""]",[]
101253c,"[""e""]",[]
97520e,"[""n"", ""c""]",[]
97569e,"[""n"", ""c""]",[]
23751c,"[""c""]",[]
103169n,"[""n"", ""c""]","[""contradiction"", ""neutral""]"
134217e,"[""n"", ""c""]","[""entailment"", ""neutral""]"
11601n,[],[]
46059c,"[""e""]","[""entailment""]"
82156e,"[""c"", ""e""]",[]
30894n,"[""n"", ""c""]",[]
122645n,"[""e""]","[""contradiction""]"
26142n,"[""n"", ""c""]",[]
66225n,"[""n"", ""c""]",[]
134103n,"[""n"", ""c""]",[]
117177n,"[""n"", ""c""]",[]
78105e,"[""n"", ""c""]",[]
23280e,"[""n"", ""c""]",[]
9393n,"[""n""]","[""contradiction""]"
82510c,"[""n"", ""c"", ""e""]","[""neutral""]"
14459n,"[""n"", ""c""]",[]
70711c,[],[]
77893n,"[""n"", ""c""]","[""contradiction""]"
20181n,"[""e""]",[]
137715n,"[""n"", ""c""]",[]
109679n,"[""c""]","[""neutral""]"
123891c,"[""n""]",[]
16086n,[],[]
91650n,"[""n"", ""c""]",[]
85428e,"[""n"", ""c""]",[]
118403n,[],[]
105561e,"[""n"", ""c""]","[""entailment""]"
11303n,"[""n"", ""c""]",[]
11534n,"[""n"", ""c""]",[]
46198n,"[""c"", ""e""]",[]
125013e,"[""n"", ""c""]",[]
44747n,"[""n"", ""c""]",[]
19768c,"[""c"", ""e""]",[]
53468n,"[""n"", ""c""]","[""contradiction""]"
136752n,"[""c"", ""e""]","[""entailment""]"
10724n,"[""n""]",[]
17753n,"[""n"", ""c""]",[]
130928n,"[""n"", ""c""]",[]
66858n,"[""n"", ""c""]",[]
28601n,"[""n"", ""c""]",[]
92774n,"[""c"", ""e""]",[]
142604e,"[""n"", ""c""]","[""contradiction""]"
42860n,"[""n"", ""c""]",[]
77299n,"[""n"", ""c""]",[]
13765c,[],"[""contradiction"", ""entailment""]"
139362e,"[""n"", ""c""]","[""entailment""]"
116176c,"[""c"", ""e""]","[""contradiction""]"
110234e,"[""n"", ""c""]","[""contradiction""]"
84781c,"[""n""]","[""contradiction""]"
41052n,"[""n"", ""c""]",[]
128160n,"[""n"", ""c""]",[]
123038e,"[""n"", ""c""]",[]
98621n,"[""e""]",[]
97926c,"[""n"", ""c""]",[]
98561e,"[""n"", ""c""]",[]
86429n,"[""c"", ""e""]",[]
105911c,"[""n""]",[]
126486n,"[""n"", ""c""]",[]
127809n,"[""n"", ""c""]",[]
28306c,"[""e""]","[""entailment""]"
