id,llm_error,varierr_error
139635n,"[""c"", ""n""]",[]
101245n,"[""c"", ""n""]",[]
8545c,"[""e""]","[""neutral""]"
8219n,"[""n""]","[""entailment""]"
115247c,"[""n""]",[]
99708e,"[""c"", ""n""]",[]
82415n,"[""c"", ""n""]","[""contradiction""]"
82700c,"[""n""]",[]
1073c,"[""c""]",[]
120149c,[],[]
124037n,"[""c"", ""n""]","[""entailment""]"
92062c,"[""n""]",[]
131235c,"[""n""]",[]
46820e,"[""c""]","[""contradiction""]"
77590c,"[""c"", ""e""]",[]
128542e,"[""c"", ""n""]","[""entailment""]"
74768e,"[""c"", ""n""]",[]
122928e,"[""c"", ""n""]","[""entailment""]"
139409e,"[""c"", ""n""]",[]
59208n,"[""c""]",[]
133597n,[],[]
80517e,"[""c"", ""n""]",[]
93236c,"[""e""]",[]
142643c,"[""n""]",[]
31113e,"[""e""]",[]
34776c,"[""c""]","[""contradiction""]"
121422c,"[""c"", ""e""]",[]
104805e,"[""c"", ""n""]",[]
115821n,"[""n""]",[]
80630e,"[""c""]","[""contradiction""]"
138862c,"[""c"", ""e""]",[]
105179c,"[""c""]",[]
109876n,"[""c"", ""n""]",[]
65353n,"[""c"", ""n""]",[]
16494c,[],[]
60732n,"[""n""]",[]
88646c,"[""c"", ""e""]",[]
53074n,"[""c"", ""e""]",[]
61818n,"[""e""]",[]
46003n,"[""c"", ""n""]",[]
6386n,"[""c"", ""e""]",[]
98739n,"[""c"", ""n""]",[]
108624c,"[""c"", ""e""]",[]
106013c,"[""e""]","[""entailment""]"
37407n,"[""c""]",[]
70590c,"[""c"", ""e""]",[]
23901e,"[""c"", ""e""]",[]
23280n,"[""n""]",[]
135247c,"[""e""]",[]
58357c,"[""c"", ""n""]",[]
19803e,"[""c"", ""n""]",[]
144753n,"[""c"", ""n""]",[]
15100e,"[""c"", ""n""]",[]
28507n,"[""c"", ""n""]",[]
123748n,"[""c"", ""n""]",[]
111338c,"[""n""]",[]
52171c,"[""c"", ""e""]",[]
90548e,"[""c"", ""n""]",[]
81842c,"[""c"", ""n""]",[]
91601n,"[""c"", ""n""]",[]
118415n,"[""c"", ""e""]",[]
113644n,"[""e""]",[]
47260n,"[""c"", ""e""]",[]
129081e,"[""c"", ""n""]",[]
18189e,"[""c"", ""n""]",[]
91797c,"[""n""]",[]
917c,"[""n""]",[]
89995c,"[""n""]","[""entailment""]"
33822e,"[""c"", ""n""]",[]
42983e,"[""c"", ""n""]",[]
6105e,"[""c"", ""n""]",[]
26143n,"[""n""]",[]
100768n,"[""c"", ""n""]",[]
82510e,"[""c"", ""e""]",[]
102563n,"[""e""]",[]
48553c,"[""n""]",[]
54458n,"[""c"", ""n""]",[]
17576n,"[""c"", ""e""]","[""contradiction"", ""entailment""]"
103431n,"[""c""]",[]
64123c,"[""c"", ""n""]","[""contradiction""]"
56163c,"[""n""]",[]
11297c,"[""n""]","[""neutral""]"
32889n,"[""c"", ""n""]",[]
19c,"[""c"", ""e""]",[]
32754e,"[""c"", ""n""]",[]
12815n,"[""c"", ""n""]",[]
135898c,"[""n"", ""e""]","[""contradiction""]"
82830n,"[""c""]",[]
74509n,"[""c"", ""n""]",[]
98944c,"[""c"", ""n""]",[]
19208c,"[""e""]",[]
117576e,"[""c"", ""n""]",[]
50484c,"[""e""]",[]
98445c,"[""n""]","[""contradiction""]"
7856c,[],[]
8257n,"[""c"", ""n""]",[]
141110n,"[""c"", ""n""]","[""entailment""]"
84055n,"[""n""]","[""contradiction"", ""entailment""]"
143789n,"[""c"", ""n""]",[]
13911n,"[""c"", ""e""]","[""contradiction""]"
122062n,"[""c"", ""n""]",[]
49396e,"[""c"", ""n""]",[]
73444n,"[""c"", ""n""]",[]
79106e,"[""c"", ""e""]",[]
82230e,"[""c"", ""n""]",[]
14280n,"[""c"", ""e""]",[]
19668c,"[""n""]","[""neutral""]"
12562n,"[""n""]","[""entailment""]"
111693e,"[""e""]","[""entailment""]"
124839c,"[""c"", ""e""]",[]
72870n,"[""c""]",[]
129601n,"[""c"", ""n""]",[]
26372n,"[""c"", ""n"", ""e""]","[""entailment""]"
74534n,"[""e""]",[]
63469c,"[""e""]",[]
141321n,"[""e""]",[]
68946c,"[""c"", ""n""]",[]
41975c,"[""c"", ""n""]",[]
100349e,"[""c"", ""n""]",[]
107399c,"[""e""]",[]
131623c,"[""e""]","[""contradiction""]"
58954c,"[""n""]",[]
74377e,"[""c"", ""n""]",[]
130680e,"[""c"", ""n""]",[]
49227n,"[""c"", ""n""]",[]
124853e,"[""c"", ""n""]","[""contradiction""]"
117892n,"[""c"", ""n""]",[]
111243n,"[""c"", ""n""]",[]
77654e,"[""c"", ""n""]",[]
110061n,"[""c""]",[]
29844c,"[""n""]",[]
27335e,"[""c"", ""n""]",[]
87332c,"[""c"", ""e""]","[""entailment""]"
53499c,"[""n""]","[""entailment""]"
65199n,"[""c"", ""n"", ""e""]",[]
88050c,"[""e""]",[]
34094e,"[""c"", ""n""]",[]
72875e,"[""c"", ""n""]",[]
19921n,"[""c""]",[]
23583e,"[""e""]",[]
91106n,"[""c"", ""n""]",[]
9557e,"[""c"", ""n""]","[""entailment""]"
15537n,"[""c"", ""n""]","[""entailment""]"
3476n,"[""c"", ""n""]",[]
56124n,"[""e""]","[""entailment""]"
5193n,"[""c"", ""n""]",[]
106390n,"[""c"", ""n""]",[]
54327n,"[""c"", ""e""]",[]
2870n,"[""c"", ""n""]",[]
63218n,"[""e""]",[]
144753c,"[""n""]",[]
73191n,"[""c"", ""n""]","[""contradiction""]"
62273n,"[""c"", ""n""]",[]
58016c,[],[]
45605n,"[""c"", ""e""]",[]
82174e,"[""c"", ""n""]",[]
123703e,"[""c""]",[]
127410n,"[""e""]",[]
55572n,"[""e""]",[]
45774c,"[""e""]","[""contradiction""]"
130869n,"[""n"", ""e""]",[]
93955n,"[""c"", ""n""]","[""entailment""]"
72870c,"[""e""]","[""contradiction"", ""entailment""]"
77025c,"[""c""]",[]
69975n,"[""c"", ""n""]",[]
125238c,[],[]
27022c,"[""c"", ""n""]",[]
66689c,"[""n"", ""e""]","[""neutral""]"
112547n,"[""c"", ""n""]","[""entailment""]"
129081n,"[""c""]",[]
45306n,"[""n""]",[]
76957c,"[""c""]",[]
2262n,"[""c"", ""n""]","[""entailment""]"
40710n,"[""c"", ""n""]",[]
21957n,"[""c"", ""e""]",[]
14126e,"[""c"", ""n""]",[]
79013n,"[""c""]","[""entailment"", ""neutral""]"
38156n,"[""c"", ""n""]",[]
25304n,"[""e""]","[""neutral""]"
111338e,"[""c"", ""e""]",[]
75259c,"[""c"", ""n""]","[""contradiction""]"
53211n,"[""c"", ""n""]","[""entailment""]"
123267e,"[""c"", ""n""]",[]
80808n,"[""c"", ""n""]","[""neutral""]"
72740c,"[""n"", ""e""]",[]
71251n,"[""c""]",[]
117680c,"[""n""]",[]
80930n,"[""c"", ""n""]",[]
98844n,"[""c"", ""e""]",[]
127073c,"[""c"", ""n""]","[""contradiction""]"
61216c,"[""n""]",[]
102857n,"[""c"", ""n""]","[""contradiction""]"
133243e,"[""n""]",[]
144408n,"[""c"", ""e""]",[]
104412e,"[""c"", ""n""]","[""contradiction""]"
129601e,"[""c"", ""n""]",[]
62238e,"[""c"", ""n""]","[""entailment""]"
51353e,"[""c"", ""n""]",[]
108027n,"[""c"", ""e""]",[]
95883e,"[""e""]",[]
26495e,"[""c""]",[]
67836n,"[""e""]",[]
21340n,"[""c"", ""n""]","[""contradiction""]"
114971e,"[""c"", ""n""]",[]
103354n,"[""c"", ""e""]","[""contradiction""]"
11971n,"[""n""]",[]
83722e,"[""c"", ""n""]",[]
38527n,"[""c"", ""n""]",[]
59934n,"[""c"", ""n""]","[""entailment""]"
10916n,"[""c"", ""n""]",[]
34043c,"[""c"", ""e""]","[""contradiction""]"
117089n,"[""c"", ""n""]",[]
121910c,"[""c"", ""e""]",[]
113668n,"[""c"", ""n""]","[""contradiction"", ""entailment""]"
128176e,"[""c"", ""n""]","[""entailment""]"
122322e,"[""c"", ""n""]",[]
53619c,"[""n""]","[""entailment""]"
27287c,"[""n""]",[]
125700e,"[""n""]",[]
96946n,"[""c"", ""n""]",[]
17660e,"[""c"", ""n""]",[]
107252c,"[""c"", ""e""]",[]
113967e,"[""c"", ""n""]",[]
129464c,"[""c""]",[]
82528c,"[""e""]","[""entailment""]"
134356n,"[""c"", ""n""]",[]
102075c,"[""n""]",[]
96956c,"[""c"", ""n""]",[]
24163e,"[""c"", ""n""]",[]
31775c,"[""c"", ""e""]",[]
8487n,"[""c"", ""n""]","[""neutral""]"
46576e,"[""c"", ""n""]",[]
83247e,"[""n""]",[]
80109n,"[""n""]","[""neutral""]"
52854n,"[""c"", ""n""]",[]
133274n,[],[]
120070n,"[""c"", ""n""]",[]
129185n,"[""c"", ""n""]",[]
49172n,"[""c"", ""n""]",[]
140782c,"[""c""]",[]
45443c,"[""n""]",[]
22938e,"[""c"", ""n""]",[]
67571c,[],[]
5087e,"[""c"", ""n""]",[]
23769n,"[""c"", ""n""]",[]
13760n,"[""c"", ""n""]",[]
2133n,"[""e""]",[]
117093n,"[""c"", ""n""]",[]
112402c,[],[]
32754n,"[""c"", ""n""]","[""contradiction""]"
120896n,"[""c"", ""n""]","[""neutral""]"
25437n,"[""c"", ""n""]",[]
56895c,"[""e""]",[]
43094c,"[""c"", ""e""]",[]
21834e,"[""c"", ""n""]","[""neutral""]"
139836n,"[""c"", ""n""]","[""neutral""]"
57454e,"[""c"", ""e""]",[]
34573n,"[""c"", ""n""]","[""contradiction""]"
52278e,"[""c"", ""n""]",[]
11618c,"[""n""]",[]
118460n,"[""c"", ""n""]","[""contradiction"", ""entailment""]"
54383c,"[""n"", ""e""]",[]
123751n,"[""n""]",[]
43891n,"[""c"", ""e""]",[]
113039e,"[""c"", ""n""]",[]
83900e,"[""c"", ""e""]",[]
10119e,"[""c"", ""n""]","[""entailment""]"
21810n,"[""c"", ""n""]",[]
35700c,"[""n""]",[]
109278n,[],"[""neutral""]"
138530e,"[""c"", ""n"", ""e""]","[""contradiction""]"
13387e,"[""c"", ""n""]",[]
58557e,"[""c"", ""n""]",[]
36811c,[],[]
73840n,"[""c"", ""e""]",[]
31249e,"[""c"", ""n""]",[]
91913n,"[""c"", ""e""]","[""contradiction""]"
100895c,"[""c"", ""n""]",[]
837n,"[""c"", ""n""]",[]
140005c,"[""e""]",[]
38475c,"[""n""]",[]
141293e,"[""c"", ""n""]",[]
30139n,"[""c"", ""n""]",[]
30380c,"[""n""]","[""entailment""]"
22436n,"[""c"", ""e""]",[]
76037n,"[""c"", ""n""]","[""contradiction""]"
28456n,"[""e""]",[]
46198c,"[""n""]",[]
100136e,"[""n""]",[]
24103n,"[""n""]",[]
142729c,"[""e""]",[]
96516e,"[""c"", ""n""]",[]
52761e,"[""c"", ""n""]",[]
21297n,"[""c"", ""n""]",[]
98487c,"[""c"", ""e""]",[]
17179n,"[""c"", ""n""]",[]
132539e,[],[]
23642n,"[""c"", ""e""]",[]
84781e,"[""c"", ""e""]",[]
15771c,"[""c"", ""e""]",[]
134655c,"[""n"", ""e""]",[]
33822n,"[""c"", ""n""]",[]
125021c,"[""n""]",[]
133005n,"[""c"", ""n""]",[]
65650e,"[""c""]",[]
3545n,"[""c"", ""e""]",[]
105196n,"[""c"", ""n""]",[]
144753e,"[""c"", ""n""]",[]
114458e,"[""c"", ""n""]","[""neutral""]"
49237c,"[""n""]",[]
70047c,"[""c"", ""n"", ""e""]",[]
137319n,"[""c"", ""n""]",[]
63013n,"[""c"", ""n""]",[]
79507e,"[""c""]",[]
121910e,"[""e""]","[""contradiction""]"
120323n,"[""c"", ""n""]",[]
50480n,"[""c"", ""n""]","[""entailment""]"
123027n,"[""c"", ""n""]",[]
85279n,"[""c"", ""e""]",[]
121360c,"[""c"", ""n""]","[""contradiction""]"
56582n,"[""c"", ""n""]",[]
46650n,"[""e""]",[]
81579e,"[""c"", ""n""]","[""contradiction""]"
23414c,"[""n""]",[]
36715e,"[""c"", ""n""]",[]
114492n,"[""n""]",[]
136097n,"[""c"", ""n""]",[]
101253c,"[""e""]",[]
97520e,"[""c"", ""n""]",[]
97569e,"[""c"", ""n""]",[]
23751c,"[""c""]",[]
103169n,"[""c"", ""n""]","[""contradiction"", ""neutral""]"
134217e,"[""c"", ""n""]","[""entailment"", ""neutral""]"
11601n,[],[]
46059c,"[""e""]","[""entailment""]"
82156e,"[""c"", ""e""]",[]
30894n,"[""c"", ""n""]",[]
122645n,"[""e""]","[""contradiction""]"
26142n,"[""c"", ""n""]",[]
66225n,"[""c"", ""n""]",[]
134103n,"[""c"", ""n""]",[]
117177n,"[""c"", ""n""]",[]
78105e,"[""c"", ""n""]",[]
23280e,"[""c"", ""n""]",[]
9393n,"[""n""]","[""contradiction""]"
82510c,"[""c"", ""n"", ""e""]","[""neutral""]"
14459n,"[""c"", ""n""]",[]
70711c,[],[]
77893n,"[""c"", ""n""]","[""contradiction""]"
20181n,"[""e""]",[]
137715n,"[""c"", ""n""]",[]
109679n,"[""c""]","[""neutral""]"
123891c,"[""n""]",[]
16086n,[],[]
91650n,"[""c"", ""n""]",[]
85428e,"[""c"", ""n""]",[]
118403n,[],[]
105561e,"[""c"", ""n""]","[""entailment""]"
11303n,"[""c"", ""n""]",[]
11534n,"[""c"", ""n""]",[]
46198n,"[""c"", ""e""]",[]
125013e,"[""c"", ""n""]",[]
44747n,"[""c"", ""n""]",[]
19768c,"[""c"", ""e""]",[]
53468n,"[""c"", ""n""]","[""contradiction""]"
136752n,"[""c"", ""e""]","[""entailment""]"
10724n,"[""n""]",[]
17753n,"[""c"", ""n""]",[]
130928n,"[""c"", ""n""]",[]
66858n,"[""c"", ""n""]",[]
28601n,"[""c"", ""n""]",[]
92774n,"[""c"", ""e""]",[]
142604e,"[""c"", ""n""]","[""contradiction""]"
42860n,"[""c"", ""n""]",[]
77299n,"[""c"", ""n""]",[]
13765c,[],"[""contradiction"", ""entailment""]"
139362e,"[""c"", ""n""]","[""entailment""]"
116176c,"[""c"", ""e""]","[""contradiction""]"
110234e,"[""c"", ""n""]","[""contradiction""]"
84781c,"[""n""]","[""contradiction""]"
41052n,"[""c"", ""n""]",[]
128160n,"[""c"", ""n""]",[]
123038e,"[""c"", ""n""]",[]
98621n,"[""e""]",[]
97926c,"[""c"", ""n""]",[]
98561e,"[""c"", ""n""]",[]
86429n,"[""c"", ""e""]",[]
105911c,"[""n""]",[]
126486n,"[""c"", ""n""]",[]
127809n,"[""c"", ""n""]",[]
28306c,"[""e""]","[""entailment""]"
