id,round,labels,llm_ranks,chaosnli_ranks,kendall_tau
105561e,round_1,"e,n,c","[3, 1, 2]","[1, 3, 2]",-1.0
105769c,round_1,"e,n,c","[3, 1, 2]","[3, 2, 1]",0.33333333333333337
105911c,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
106013c,round_1,"e,n,c","[1, 2, 1]","[3, 2, 1]",0.0
106390n,round_1,"e,n,c","[1, 2, 1]","[1, 2, 3]",0.0
10724n,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
107252c,round_1,"e,n,c","[3, 1, 2]","[3, 1, 2]",1.0
107399c,round_1,"e,n,c","[1, 2, 3]","[3, 1, 2]",-0.33333333333333337
1073c,round_1,"e,n,c","[2, 2, 1]","[3, 1, 2]",0.0
107468n,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
108027n,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
108624c,round_1,"e,n,c","[1, 2, 3]","[1, 3, 2]",0.33333333333333337
10916n,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
109278n,round_1,"e,n,c","[2, 1, 3]","[2, 1, 2]",0.816496580927726
109679n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
109876n,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
110061n,round_1,"e,n,c","[3, 2, 1]","[2, 1, 3]",-0.33333333333333337
110234e,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
111243n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
111338c,round_1,"e,n,c","[1, 2, 2]","[3, 2, 1]",-0.816496580927726
111338e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
111680e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
111693e,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
112349c,round_1,"e,n,c","[2, 3, 1]","[2, 3, 1]",1.0
112402c,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
112547n,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
11297c,round_1,"e,n,c","[3, 2, 1]","[3, 2, 1]",1.0
113039e,round_1,"e,n,c","[1, 3, 2]","[1, 2, 3]",0.33333333333333337
11303n,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
113193n,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
11362e,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
113644n,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
113668n,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
113967e,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
114458e,round_1,"e,n,c","[1, 3, 2]","[1, 2, 3]",0.33333333333333337
114492n,round_1,"e,n,c","[3, 1, 2]","[3, 1, 2]",1.0
114971e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 1]",-0.49999999999999994
115247c,round_1,"e,n,c","[1, 1, 2]","[3, 2, 1]",-0.816496580927726
11534n,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
115821n,round_1,"e,n,c","[2, 3, 1]","[2, 1, 3]",-1.0
11601n,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
116059n,round_1,"e,n,c","[1, 2, 2]","[1, 2, 3]",0.816496580927726
116176c,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
11618c,round_1,"e,n,c","[1, 3, 2]","[3, 2, 1]",-0.33333333333333337
117089n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
117093n,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
117177n,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
117576e,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
117680c,round_1,"e,n,c","[3, 1, 2]","[2, 3, 1]",-0.33333333333333337
117892n,round_1,"e,n,c","[2, 1, 3]","[2, 1, 3]",1.0
118403n,round_1,"e,n,c","[1, 2, 1]","[3, 1, 2]",-0.816496580927726
118415n,round_1,"e,n,c","[1, 3, 2]","[1, 2, 3]",0.33333333333333337
118460n,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
118999n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
11971n,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
119768n,round_1,"e,n,c","[2, 1, 3]","[2, 1, 3]",1.0
120070n,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
120149c,round_1,"e,n,c","[1, 3, 2]","[2, 3, 1]",0.33333333333333337
120323n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
120896n,round_1,"e,n,c","[1, 2, 2]","[1, 2, 3]",0.816496580927726
120955n,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
121360c,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
121422c,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
121910c,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
121910e,round_1,"e,n,c","[3, 1, 2]","[2, 3, 1]",-0.33333333333333337
122062n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
122322e,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
122645n,round_1,"e,n,c","[3, 2, 1]","[2, 1, 3]",-0.33333333333333337
122928e,round_1,"e,n,c","[2, 1, 2]","[1, 3, 2]",-0.816496580927726
123027n,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
123038e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
123267e,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
123703e,round_1,"e,n,c","[1, 2, 2]","[2, 3, 1]",0.0
123748n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
123751n,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
123891c,round_1,"e,n,c","[3, 2, 1]","[3, 1, 2]",0.33333333333333337
124037n,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
124590c,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
124839c,round_1,"e,n,c","[1, 1, 2]","[3, 2, 1]",-0.816496580927726
124853e,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
125013e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
125021c,round_1,"e,n,c","[1, 1, 2]","[2, 1, 1]",-0.49999999999999994
125238c,round_1,"e,n,c","[2, 1, 3]","[3, 1, 2]",0.33333333333333337
12562n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
125700e,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
12601n,round_1,"e,n,c","[1, 2, 2]","[2, 1, 3]",0.0
126486n,round_1,"e,n,c","[1, 3, 2]","[1, 2, 3]",0.33333333333333337
127073c,round_1,"e,n,c","[2, 1, 3]","[3, 2, 1]",-0.33333333333333337
127290n,round_1,"e,n,c","[3, 2, 1]","[2, 1, 3]",-0.33333333333333337
127410n,round_1,"e,n,c","[2, 3, 1]","[2, 3, 1]",1.0
127809n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
12815n,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
128160n,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
128176e,round_1,"e,n,c","[1, 3, 2]","[1, 2, 3]",0.33333333333333337
128542e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
129081e,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
129081n,round_1,"e,n,c","[1, 2, 3]","[3, 1, 2]",-0.33333333333333337
129185n,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
129464c,round_1,"e,n,c","[1, 2, 3]","[1, 1, 2]",0.816496580927726
129601e,round_1,"e,n,c","[1, 2, 2]","[1, 2, 3]",0.816496580927726
129601n,round_1,"e,n,c","[1, 2, 3]","[3, 1, 2]",-0.33333333333333337
130680e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
130869n,round_1,"e,n,c","[1, 2, 2]","[1, 2, 3]",0.816496580927726
130928n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
131235c,round_1,"e,n,c","[2, 1, 1]","[2, 3, 1]",0.0
131261n,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
13133n,round_1,"e,n,c","[1, 3, 2]","[1, 2, 3]",0.33333333333333337
131623c,round_1,"e,n,c","[1, 2, 3]","[3, 2, 1]",-1.0
132019n,round_1,"e,n,c","[2, 1, 3]","[1, 3, 2]",-0.33333333333333337
132516n,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
132525n,round_1,"e,n,c","[2, 1, 3]","[3, 1, 2]",0.33333333333333337
132539e,round_1,"e,n,c","[1, 2, 2]","[1, 2, 3]",0.816496580927726
133005n,round_1,"e,n,c","[3, 2, 1]","[3, 1, 2]",0.33333333333333337
133243e,round_1,"e,n,c","[2, 1, 3]","[2, 1, 3]",1.0
133274n,round_1,"e,n,c","[1, 2, 1]","[3, 2, 1]",0.0
133597n,round_1,"e,n,c","[1, 2, 1]","[2, 1, 3]",-0.816496580927726
13387e,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
134103n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
134217e,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
134356n,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
134514c,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
134655c,round_1,"e,n,c","[3, 2, 1]","[3, 2, 1]",1.0
135021n,round_1,"e,n,c","[1, 2, 1]","[2, 1, 3]",-0.816496580927726
135247c,round_1,"e,n,c","[3, 1, 2]","[3, 2, 1]",0.33333333333333337
135251n,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
135898c,round_1,"e,n,c","[2, 1, 3]","[2, 1, 1]",0.0
136097n,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
136360e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
136752e,round_1,"e,n,c","[1, 2, 2]","[1, 2, 3]",0.816496580927726
136752n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
137319n,round_1,"e,n,c","[1, 3, 2]","[1, 2, 3]",0.33333333333333337
13760n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
13765c,round_1,"e,n,c","[2, 1, 3]","[3, 1, 2]",0.33333333333333337
137715n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
138285n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
138448c,round_1,"e,n,c","[2, 1, 1]","[2, 3, 1]",0.0
138530e,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
138862c,round_1,"e,n,c","[2, 2, 1]","[2, 1, 3]",-0.816496580927726
138966n,round_1,"e,n,c","[2, 2, 1]","[3, 1, 2]",0.0
13911n,round_1,"e,n,c","[1, 2, 3]","[3, 2, 1]",-1.0
139362e,round_1,"e,n,c","[2, 3, 1]","[2, 1, 3]",-1.0
139409e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
139635n,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
13964e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
139836n,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
140005c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
140782c,round_1,"e,n,c","[2, 2, 1]","[3, 2, 1]",0.816496580927726
141110n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
14126e,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
141293e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
141321n,round_1,"e,n,c","[3, 1, 2]","[3, 2, 1]",0.33333333333333337
142430c,round_1,"e,n,c","[2, 3, 1]","[3, 2, 1]",0.33333333333333337
142604e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
142643c,round_1,"e,n,c","[3, 2, 1]","[2, 3, 1]",0.33333333333333337
142729c,round_1,"e,n,c","[1, 2, 2]","[3, 2, 1]",-0.816496580927726
14280n,round_1,"e,n,c","[2, 3, 1]","[3, 1, 2]",-0.33333333333333337
143789n,round_1,"e,n,c","[1, 3, 2]","[1, 2, 3]",0.33333333333333337
14388e,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
144408n,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
14459n,round_1,"e,n,c","[2, 1, 3]","[2, 1, 3]",1.0
144753c,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
144753e,round_1,"e,n,c","[1, 3, 2]","[1, 2, 3]",0.33333333333333337
144753n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
145047e,round_1,"e,n,c","[3, 2, 1]","[2, 1, 3]",-0.33333333333333337
145495c,round_1,"e,n,c","[3, 2, 1]","[3, 2, 1]",1.0
15100e,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
15537n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
15771c,round_1,"e,n,c","[2, 1, 3]","[3, 2, 1]",-0.33333333333333337
16086n,round_1,"e,n,c","[3, 1, 2]","[3, 1, 2]",1.0
16494c,round_1,"e,n,c","[1, 2, 3]","[2, 2, 1]",-0.816496580927726
16989c,round_1,"e,n,c","[2, 3, 1]","[2, 1, 3]",-1.0
16996e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
17179n,round_1,"e,n,c","[1, 3, 2]","[1, 2, 3]",0.33333333333333337
1735n,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
17576n,round_1,"e,n,c","[1, 2, 2]","[2, 1, 3]",0.0
17660e,round_1,"e,n,c","[1, 2, 1]","[1, 2, 3]",0.0
17753n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
18189e,round_1,"e,n,c","[2, 2, 1]","[2, 1, 3]",-0.816496580927726
18428n,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
19208c,round_1,"e,n,c","[3, 2, 1]","[3, 2, 1]",1.0
19578n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
19668c,round_1,"e,n,c","[1, 2, 2]","[3, 2, 1]",-0.816496580927726
19768c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
19803e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
19921n,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
19c,round_1,"e,n,c","[2, 3, 1]","[3, 1, 2]",-0.33333333333333337
20181n,round_1,"e,n,c","[1, 3, 2]","[3, 1, 2]",-1.0
21297n,round_1,"e,n,c","[2, 2, 1]","[2, 1, 3]",-0.816496580927726
2133n,round_1,"e,n,c","[2, 2, 1]","[3, 2, 1]",0.816496580927726
21340n,round_1,"e,n,c","[3, 1, 2]","[3, 1, 2]",1.0
21810n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
21834e,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
21957n,round_1,"e,n,c","[1, 2, 3]","[2, 1, 3]",0.33333333333333337
22235n,round_1,"e,n,c","[1, 2, 3]","[2, 1, 3]",0.33333333333333337
22436n,round_1,"e,n,c","[2, 2, 1]","[2, 1, 3]",-0.816496580927726
22587e,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
2262n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
22938e,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
23280e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
23280n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
23414c,round_1,"e,n,c","[2, 1, 3]","[2, 1, 3]",1.0
23583e,round_1,"e,n,c","[2, 2, 1]","[3, 2, 1]",0.816496580927726
23642n,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
23751c,round_1,"e,n,c","[3, 2, 1]","[3, 1, 2]",0.33333333333333337
23751e,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
23769n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
23901e,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
24103n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
24126n,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
24163e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
24385e,round_1,"e,n,c","[1, 2, 3]","[2, 1, 3]",0.33333333333333337
25304n,round_1,"e,n,c","[1, 1, 2]","[2, 3, 1]",-0.816496580927726
25437n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
26142n,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
26143n,round_1,"e,n,c","[2, 2, 1]","[3, 2, 1]",0.816496580927726
26372n,round_1,"e,n,c","[2, 1, 3]","[2, 1, 3]",1.0
26495e,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
27022c,round_1,"e,n,c","[3, 1, 2]","[1, 3, 2]",-1.0
27287c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
27335e,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
28306c,round_1,"e,n,c","[2, 3, 1]","[3, 2, 1]",0.33333333333333337
28456n,round_1,"e,n,c","[3, 2, 1]","[3, 1, 2]",0.33333333333333337
28507n,round_1,"e,n,c","[1, 2, 1]","[1, 2, 3]",0.0
28601n,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
2870n,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
29844c,round_1,"e,n,c","[2, 2, 1]","[3, 1, 2]",0.0
30139n,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
30171n,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
30282n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
30380c,round_1,"e,n,c","[2, 1, 3]","[2, 3, 1]",-1.0
30894c,round_1,"e,n,c","[2, 3, 1]","[3, 1, 2]",-0.33333333333333337
30894n,round_1,"e,n,c","[1, 2, 3]","[2, 1, 3]",0.33333333333333337
31113e,round_1,"e,n,c","[1, 3, 2]","[2, 1, 3]",-0.33333333333333337
31249e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
31775c,round_1,"e,n,c","[3, 1, 2]","[3, 2, 1]",0.33333333333333337
32754e,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
32754n,round_1,"e,n,c","[1, 3, 2]","[1, 2, 3]",0.33333333333333337
32889n,round_1,"e,n,c","[1, 2, 3]","[3, 1, 2]",-0.33333333333333337
33822e,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
33822n,round_1,"e,n,c","[1, 2, 2]","[3, 1, 2]",-0.816496580927726
34043c,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
34094e,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
34176n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
34573n,round_1,"e,n,c","[1, 2, 2]","[1, 3, 2]",0.816496580927726
3476n,round_1,"e,n,c","[1, 2, 3]","[2, 1, 3]",0.33333333333333337
34776c,round_1,"e,n,c","[3, 2, 1]","[3, 1, 2]",0.33333333333333337
3545n,round_1,"e,n,c","[2, 2, 1]","[2, 1, 3]",-0.816496580927726
35700c,round_1,"e,n,c","[1, 1, 2]","[3, 2, 1]",-0.816496580927726
35809n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
36715e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
36811c,round_1,"e,n,c","[1, 2, 1]","[3, 2, 1]",0.0
37407n,round_1,"e,n,c","[1, 2, 3]","[3, 1, 2]",-0.33333333333333337
38156n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
38475c,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
38477c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
38527n,round_1,"e,n,c","[1, 2, 3]","[2, 1, 3]",0.33333333333333337
40486n,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
40710n,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
41052n,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
41975c,round_1,"e,n,c","[1, 3, 2]","[3, 1, 2]",-1.0
42388e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
42860n,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
42983e,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
43094c,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
43440n,round_1,"e,n,c","[3, 2, 1]","[3, 1, 2]",0.33333333333333337
43891n,round_1,"e,n,c","[2, 1, 3]","[2, 1, 1]",0.0
44747n,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
45306n,round_1,"e,n,c","[1, 2, 3]","[3, 1, 2]",-0.33333333333333337
45443c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
45605n,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
45774c,round_1,"e,n,c","[1, 2, 2]","[3, 1, 2]",-0.816496580927726
45957e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
46003n,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
46059c,round_1,"e,n,c","[3, 2, 1]","[2, 3, 1]",0.33333333333333337
46198c,round_1,"e,n,c","[1, 2, 2]","[3, 2, 1]",-0.816496580927726
46198n,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
46576e,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
46650n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
46820e,round_1,"e,n,c","[2, 2, 1]","[2, 1, 3]",-0.816496580927726
47260n,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
47404e,round_1,"e,n,c","[2, 1, 3]","[2, 1, 3]",1.0
47408n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
47798n,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
48222n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
48223n,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
48300c,round_1,"e,n,c","[3, 2, 1]","[1, 3, 2]",-0.33333333333333337
48454c,round_1,"e,n,c","[1, 2, 1]","[2, 1, 3]",-0.816496580927726
48553c,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
49172n,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
49227n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
49237c,round_1,"e,n,c","[1, 2, 3]","[3, 2, 1]",-1.0
49396e,round_1,"e,n,c","[1, 2, 1]","[1, 2, 3]",0.0
49462c,round_1,"e,n,c","[2, 3, 1]","[3, 2, 1]",0.33333333333333337
49611e,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
49807n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
50480n,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
50484c,round_1,"e,n,c","[2, 1, 3]","[3, 2, 1]",-0.33333333333333337
5087e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
51353c,round_1,"e,n,c","[3, 2, 1]","[3, 2, 1]",1.0
51353e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
5193n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
52171c,round_1,"e,n,c","[3, 2, 1]","[1, 2, 2]",-0.816496580927726
52278e,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
52542n,round_1,"e,n,c","[2, 3, 1]","[2, 1, 3]",-1.0
52761e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
